// General information: 
//  MT Manager version: 2022.0.0 
//  XDA version: 2022.0.0 build 7085 rev 119802 built on 2022-11-08
// Device information: 
//  DeviceId: 00B49380
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	FreeAcc_E	FreeAcc_N	FreeAcc_U	Roll	Pitch	Yaw	Vel_E	Vel_N	Vel_U
09830	9.403088	0.529933	2.660903	0.010914	0.138402	-0.026982	14.167617	-73.763033	164.388648			
09831	9.370437	0.500255	2.702434	0.058897	0.167611	-0.049136	14.210288	-73.748382	164.376913			
09832	9.392705	0.550382	2.717791	0.063476	0.121325	-0.020166	14.236669	-73.729323	164.385526			
09833	9.448958	0.540147	2.757474	0.084178	0.137638	0.043894	14.268659	-73.711643	164.387871			
09834	9.536895	0.561811	2.758651	0.057366	0.124557	0.130116	14.280407	-73.686243	164.408926			
09835	9.565640	0.576376	2.753129	0.039376	0.114200	0.157207	14.288190	-73.656876	164.433237			
09836	9.555272	0.593882	2.810047	0.091273	0.096980	0.164012	14.297347	-73.625770	164.458946			
09837	9.588694	0.711481	2.831807	0.094780	-0.015829	0.210245	14.313122	-73.598669	164.472672			
09838	9.574077	0.714528	2.857336	0.118620	-0.018204	0.203473	14.332233	-73.569403	164.479376			
09839	9.561034	0.737255	2.854241	0.113945	-0.038831	0.191768	14.371175	-73.538759	164.460481			
09840	9.527653	0.796774	2.894769	0.155150	-0.097576	0.175160	14.420693	-73.502983	164.420906			
09841	9.484145	0.808013	2.902017	0.169110	-0.107725	0.136352	14.486825	-73.473757	164.358155			
09842	9.471774	0.809569	2.986656	0.249673	-0.106403	0.148053	14.563140	-73.443340	164.278348			
09843	9.427952	0.733957	2.997148	0.270224	-0.028959	0.103663	14.655173	-73.413216	164.176746			
09844	9.409591	0.702566	3.079633	0.351424	0.005769	0.106718	14.747748	-73.380658	164.074746			
09845	9.387118	0.656534	3.131135	0.404754	0.055670	0.096203	14.852898	-73.350705	163.961240			
09846	9.370458	0.644615	3.184675	0.457264	0.071823	0.094326	14.951579	-73.318030	163.854459			
09847	9.398683	0.663988	3.179119	0.439276	0.061451	0.121404	15.057259	-73.281195	163.745382			
09848	9.341784	0.678146	3.206664	0.476384	0.048766	0.075800	15.150323	-73.246738	163.651392			
09849	9.345290	0.718449	3.213871	0.476394	0.015443	0.084403	15.253972	-73.207011	163.550193			
09850	9.291576	0.771077	3.184245	0.456083	-0.034346	0.028967	15.360456	-73.168394	163.452570			
09851	9.397313	0.831252	3.168470	0.405523	-0.078329	0.130606	15.472168	-73.136759	163.346304			
09852	9.480868	0.907716	3.223999	0.429519	-0.141909	0.232229	15.559979	-73.108399	163.257863			
09853	9.571811	0.948769	3.257210	0.431025	-0.169541	0.331997	15.647528	-73.075804	163.163223			
09854	9.546684	0.994156	3.245662	0.420755	-0.211245	0.308587	15.723816	-73.039707	163.072965			
09855	9.578353	1.027827	3.271785	0.430826	-0.236487	0.349218	15.806961	-73.001546	162.967595			
09856	9.488565	1.032073	3.250359	0.429730	-0.242389	0.258035	15.893138	-72.962044	162.856390			
