// General information: 
//  MT Manager version: 2022.0.0 
//  XDA version: 2022.0.0 build 7085 rev 119802 built on 2022-11-08
// Device information: 
//  DeviceId: 00B4938D
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	FreeAcc_E	FreeAcc_N	FreeAcc_U	Roll	Pitch	Yaw	Vel_E	Vel_N	Vel_U
09830	9.373659	-0.732490	2.642140	0.050515	-0.055125	-0.046555	-14.061600	-73.543180	21.943417			
09831	9.373345	-0.735130	2.642521	0.050245	-0.054963	-0.046553	-14.111695	-73.539366	22.015433			
09832	9.418627	-0.767277	2.645490	0.064182	-0.079933	-0.000075	-14.151481	-73.532685	22.079528			
09833	9.481798	-0.793040	2.633003	0.096483	-0.094975	0.058877	-14.186007	-73.529836	22.136857			
09834	9.449830	-0.782445	2.639940	0.080140	-0.087339	0.029403	-14.207418	-73.525251	22.186268			
09835	9.471534	-0.753018	2.600568	0.119331	-0.050309	0.037347	-14.205157	-73.522715	22.221976			
09836	9.442608	-0.684456	2.517442	0.181332	0.024536	-0.018028	-14.199220	-73.520845	22.249687			
09837	9.387718	-0.670551	2.498632	0.182751	0.035577	-0.076806	-14.230539	-73.518557	22.302142			
09838	9.356100	-0.578001	2.535707	0.124068	0.120322	-0.103381	-14.278166	-73.527629	22.372623			
09839	9.375413	-0.548628	2.565225	0.092508	0.148754	-0.078775	-14.328956	-73.556739	22.456204			
09840	9.481103	-0.488621	2.588680	0.083314	0.217137	0.024855	-14.394022	-73.583116	22.542838			
09841	9.493570	-0.526891	2.430489	0.237987	0.202968	-0.003767	-14.487951	-73.601479	22.633570			
09842	9.548285	-0.570245	2.397801	0.286163	0.173582	0.042888	-14.585475	-73.610361	22.715486			
09843	9.584905	-0.620235	2.381173	0.315496	0.134593	0.077076	-14.704067	-73.620196	22.809827			
09844	9.612159	-0.685953	2.348048	0.360719	0.081328	0.098959	-14.814985	-73.627258	22.890348			
09845	9.565959	-0.767618	2.263041	0.438730	0.010800	0.037468	-14.927790	-73.634641	22.971194			
09846	9.566036	-0.772269	2.261132	0.438680	0.010787	0.037470	-15.034176	-73.635080	23.042542			
09847	9.511625	-0.819540	2.257871	0.432533	-0.036800	-0.012065	-15.143416	-73.635247	23.117715			
09848	9.510755	-0.848907	2.208032	0.482370	-0.055363	-0.024186	-15.243625	-73.634591	23.185687			
09849	9.487462	-0.850793	2.181562	0.500071	-0.051993	-0.053476	-15.352455	-73.631368	23.255959			
09850	9.464875	-0.827906	2.204074	0.468098	-0.030235	-0.070655	-15.450923	-73.626669	23.312599			
09851	9.464316	-0.775262	2.186338	0.475428	0.028504	-0.079881	-15.570565	-73.625670	23.381484			
09852	9.464312	-0.780131	2.184620	0.475377	0.028486	-0.079878	-15.686420	-73.630490	23.445509			
09853	9.451627	-0.741938	2.221699	0.427539	0.064540	-0.084753	-15.803190	-73.642517	23.509051			
09854	9.520437	-0.721739	2.228713	0.431068	0.094903	-0.018201	-15.919519	-73.663595	23.564010			
09855	9.507611	-0.707776	2.214489	0.433111	0.112418	-0.035196	-16.055116	-73.691207	23.629350			
09856	9.536043	-0.691207	2.208895	0.436023	0.136272	-0.010422	-16.210662	-73.725828	23.703953			
09857	9.659170	-0.653959	2.165684	0.495138	0.195915	0.093566	-16.376479	-73.761974	23.774188			
09858	9.736218	-0.668583	2.087828	0.582799	0.203250	0.148186	-16.558643	-73.796659	23.843536			
09859	9.827757	-0.677556	2.068200	0.618027	0.211967	0.231936	-16.748283	-73.822063	23.904955			
09860	9.881005	-0.689553	1.966533	0.723667	0.222484	0.257258	-16.936541	-73.843153	23.956350			
09861	9.854339	-0.717004	1.960179	0.720423	0.198751	0.232505	-17.131385	-73.856566	24.004356			
09862	9.837218	-0.787240	1.987264	0.694121	0.130415	0.229275	-17.318135	-73.866742	24.040864			
09863	9.746243	-0.872002	1.962831	0.700544	0.044745	0.142692	-17.498276	-73.871772	24.071976			
09864	9.664273	-0.883504	1.940154	0.699248	0.031684	0.059141	-17.654693	-73.874600	24.086551			
09865	9.600207	-0.945698	1.918648	0.708652	-0.030098	-0.002670	-17.789027	-73.867778	24.082468			
09866	9.549384	-0.967551	1.891538	0.723604	-0.050811	-0.056735	-17.892143	-73.855826	24.055987			
09867	9.498465	-0.988313	1.865369	0.738315	-0.071381	-0.110780	-17.969344	-73.841430	24.013902			
09868	9.496700	-0.955213	1.802183	0.795801	-0.031467	-0.132124	-17.996311	-73.828612	23.941689			
09869	9.578506	-0.949100	1.823469	0.796733	-0.018326	-0.048544	-17.978744	-73.822063	23.847172			
09870	9.619200	-0.885880	1.819697	0.804982	0.046721	-0.016009	-17.919960	-73.821391	23.732836			
