// General information: 
//  MT Manager version: 2022.0.0 
//  XDA version: 2022.0.0 build 7085 rev 119802 built on 2022-11-08
// Device information: 
//  DeviceId: 00B4938A
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	FreeAcc_E	FreeAcc_N	FreeAcc_U	Roll	Pitch	Yaw	Vel_E	Vel_N	Vel_U
09830	8.965802	-0.147154	3.692662	0.002354	-0.015539	-0.115122	-2.281708	-67.688048	99.055341			
09831	9.004654	-0.164393	3.757912	0.024377	-0.057271	-0.054160	-2.274883	-67.678867	99.068056			
09832	9.051264	-0.188491	3.770009	0.047075	-0.045991	-0.006080	-2.266363	-67.665294	99.080254			
09833	9.079358	-0.174881	3.785922	0.033486	-0.049534	0.025756	-2.265192	-67.653698	99.094503			
09834	9.120167	-0.169269	3.782315	0.024910	-0.029569	0.062054	-2.264560	-67.641790	99.108080			
09835	9.165528	-0.164957	3.813219	0.020486	-0.039129	0.115697	-2.273833	-67.626135	99.125698			
09836	9.241571	-0.206997	3.822152	0.057184	-0.010392	0.190059	-2.292944	-67.602494	99.146552			
09837	9.267484	-0.166333	3.858994	0.016632	-0.034756	0.227446	-2.325745	-67.568685	99.171134			
09838	9.271963	-0.146361	3.829703	-0.010273	-0.002718	0.220120	-2.375435	-67.529076	99.202168			
09839	9.293448	-0.136291	3.816106	-0.028178	0.023293	0.234604	-2.443474	-67.484615	99.243107			
09840	9.182935	-0.164451	3.854144	0.004747	-0.043308	0.147527	-2.518609	-67.442927	99.283384			
09841	9.145550	-0.152254	3.830881	-0.014212	-0.031396	0.103901	-2.609642	-67.401826	99.330227			
09842	9.089683	-0.184835	3.843056	0.015489	-0.054362	0.057591	-2.713199	-67.366545	99.382596			
09843	9.083490	-0.301392	3.828041	0.122127	-0.024240	0.048297	-2.817692	-67.332149	99.429784			
09844	9.080860	-0.390022	3.864946	0.206247	-0.044515	0.061897	-2.926331	-67.303560	99.473992			
09845	9.079632	-0.507943	3.882240	0.317186	-0.043975	0.069972	-3.034375	-67.280175	99.511988			
09846	9.066308	-0.536111	3.886020	0.338795	-0.046835	0.059979	-3.138285	-67.257575	99.545288			
09847	9.058708	-0.594480	3.904947	0.391512	-0.058419	0.061801	-3.244086	-67.239274	99.578595			
09848	9.011173	-0.605161	3.878190	0.394838	-0.049192	0.008183	-3.357617	-67.218957	99.612200			
09849	8.985204	-0.626437	3.900574	0.411404	-0.075545	-0.006270	-3.477708	-67.198097	99.648663			
09850	9.016006	-0.593989	3.969657	0.375221	-0.129477	0.048438	-3.597891	-67.181200	99.676975			
09851	9.019658	-0.521863	3.974273	0.294211	-0.139043	0.052175	-3.741917	-67.159880	99.715296			
09852	9.098445	-0.546074	4.035497	0.308135	-0.160749	0.149457	-3.890905	-67.135764	99.748835			
09853	9.173224	-0.487341	4.031912	0.232995	-0.132716	0.215769	-4.051739	-67.105477	99.784716			
09854	9.258482	-0.490737	4.060195	0.220532	-0.122189	0.305708	-4.231253	-67.067735	99.828999			
09855	9.242606	-0.496032	4.085004	0.214983	-0.145867	0.301242	-4.415400	-67.022144	99.866375			
09856	9.220791	-0.471939	4.095633	0.178343	-0.160805	0.284948	-4.622046	-66.970931	99.918107			
09857	9.165819	-0.570437	4.069317	0.261829	-0.142156	0.227641	-4.831055	-66.918521	99.963645			
09858	9.100217	-0.607757	4.012129	0.283045	-0.106051	0.146686	-5.046084	-66.870567	100.005339			
09859	9.045948	-0.706882	3.861678	0.358774	0.024731	0.041858	-5.253262	-66.826082	100.032025			
09860	9.018849	-0.846370	3.773606	0.479260	0.111129	-0.011971	-5.440740	-66.787715	100.037370			
09861	8.977023	-0.919873	3.742520	0.540721	0.132418	-0.059245	-5.607195	-66.753227	100.021244			
09862	8.913310	-0.951025	3.681063	0.561994	0.168512	-0.140174	-5.739653	-66.725690	99.978120			
09863	8.800385	-1.091178	3.564058	0.694317	0.244208	-0.283877	-5.845188	-66.705475	99.912718			
09864	8.663585	-1.131177	3.455544	0.732508	0.293089	-0.450231	-5.901191	-66.697492	99.814382			
09865	8.642577	-1.202853	3.311109	0.795382	0.420456	-0.523176	-5.937457	-66.705797	99.704609			
09866	8.626696	-1.274498	3.198984	0.862629	0.518263	-0.578783	-5.929139	-66.724361	99.571201			
09867	8.704517	-1.367371	3.124763	0.948935	0.618016	-0.532599	-5.909582	-66.751873	99.441404			
09868	8.791146	-1.464580	3.117921	1.043848	0.658622	-0.451744	-5.867647	-66.783524	99.310355			
09869	8.953431	-1.463069	3.126999	1.037116	0.706669	-0.299138	-5.820429	-66.820393	99.189954			
09870	9.113215	-1.404817	3.175620	0.976507	0.713135	-0.135569	-5.766243	-66.860292	99.077951			
09871	9.235416	-1.354837	3.263152	0.928002	0.669915	0.009058	-5.719151	-66.897832	98.986797			
09872	9.301621	-1.273537	3.273596	0.848170	0.674466	0.070843	-5.668341	-66.931787	98.902028			
09873	9.345846	-1.182326	3.358189	0.762529	0.602471	0.140993	-5.625936	-66.961584	98.832871			
09874	9.363801	-1.078103	3.483183	0.667262	0.483512	0.202132	-5.573095	-66.982987	98.755758			
09875	9.330972	-0.973406	3.546103	0.571525	0.403562	0.192306	-5.524721	-66.996394	98.689683			
09876	9.337799	-0.835806	3.625625	0.440817	0.322977	0.224224	-5.484158	-67.002423	98.633071			
09877	9.303411	-0.816143	3.719191	0.429626	0.222741	0.228116	-5.454295	-66.994234	98.583506			
09878	9.230662	-0.802906	3.732077	0.423250	0.185018	0.165529	-5.415486	-66.969560	98.536866			
09879	9.116612	-0.741657	3.826499	0.374945	0.056063	0.094937	-5.364580	-66.930986	98.489159			
09880	8.986068	-0.860513	3.699809	0.498589	0.137715	-0.070463	-5.293657	-66.878429	98.433884			
09881	8.783409	-0.966694	3.584786	0.616210	0.181813	-0.298452	-5.163540	-66.820245	98.363258			
09882	8.566738	-1.035588	3.509555	0.702091	0.181651	-0.525466	-4.996737	-66.773063	98.295637			
09883	8.331205	-1.120545	3.485102	0.809197	0.125693	-0.749580	-4.805095	-66.757152	98.238227			
09884	8.263426	-1.102648	3.653416	0.814610	-0.053791	-0.747314	-4.635144	-66.782561	98.222812			
09885	8.213510	-1.147169	3.637540	0.871267	-0.056088	-0.798965	-4.492856	-66.809253	98.251270			
09886	8.205072	-1.021549	3.559736	0.750917	0.002442	-0.841924	-4.378546	-66.836312	98.333160			
09887	8.352034	-0.898204	3.460993	0.619986	0.138768	-0.749682	-4.309507	-66.878928	98.477158			
09888	8.570087	-0.593989	3.553608	0.314109	0.108208	-0.521995	-4.271062	-66.943645	98.666612			
