// General information: 
//  MT Manager version: 2022.0.0 
//  XDA version: 2022.0.0 build 7085 rev 119802 built on 2022-11-08
// Device information: 
//  DeviceId: 00B4938A
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	FreeAcc_E	FreeAcc_N	FreeAcc_U	Roll	Pitch	Yaw	Vel_E	Vel_N	Vel_U
40738	9.557562	-0.370597	3.600123	0.055910	0.065983	0.406791	-6.886791	-69.561830	-82.637285			
40739	9.517342	-0.396512	3.641999	0.028874	0.107317	0.384803	-6.874658	-69.491842	-82.646109			
40740	9.413630	-0.514268	3.670533	-0.092307	0.155376	0.302698	-6.868218	-69.413494	-82.658047			
40741	9.270634	-0.588082	3.634219	-0.171283	0.155724	0.159496	-6.854343	-69.330827	-82.669621			
40742	9.192528	-0.551170	3.687459	-0.137311	0.220044	0.103785	-6.831673	-69.255863	-82.681442			
40743	9.122179	-0.626018	3.560551	-0.214913	0.111770	-0.003259	-6.812016	-69.183971	-82.689256			
40744	9.071276	-0.704105	3.528302	-0.294585	0.086938	-0.058796	-6.803766	-69.120795	-82.698790			
40745	8.979710	-0.807879	3.501917	-0.401275	0.082625	-0.149177	-6.805838	-69.063973	-82.708440			
40746	9.034255	-0.948462	3.518495	-0.536826	0.069102	-0.086219	-6.849649	-69.026307	-82.682330			
40747	9.069259	-0.961335	3.541174	-0.543687	0.071565	-0.044637	-6.923153	-68.987316	-82.628900			
40748	9.058928	-1.035200	3.595858	-0.611894	0.119226	-0.031206	-7.017162	-68.943237	-82.563387			
40749	9.009887	-1.154160	3.607335	-0.726390	0.138458	-0.067115	-7.105110	-68.894810	-82.495134			
40750	8.996696	-1.211319	3.539417	-0.778582	0.071968	-0.100637	-7.169365	-68.850523	-82.431904			
40751	8.952399	-1.239663	3.552979	-0.805079	0.092697	-0.135439	-7.201194	-68.806626	-82.389738			
40752	8.986739	-1.303670	3.549316	-0.865610	0.070450	-0.101640	-7.204561	-68.783854	-82.358237			
40753	9.054297	-1.339469	3.488799	-0.898108	-0.014702	-0.058746	-7.190483	-68.770719	-82.325381			
40754	9.170816	-1.312407	3.594791	-0.866424	0.039688	0.086633	-7.161573	-68.755292	-82.296153			
40755	9.235839	-1.274375	3.612412	-0.825866	0.028642	0.151820	-7.156192	-68.728698	-82.244953			
40756	9.201658	-1.212284	3.650522	-0.764869	0.071982	0.130966	-7.164276	-68.695535	-82.181407			
40757	9.185705	-1.211589	3.584280	-0.762858	0.009503	0.092369	-7.194477	-68.663284	-82.093955			
40758	9.139203	-1.276938	3.447368	-0.827149	-0.108646	0.002808	-7.231649	-68.630942	-81.992954			
40759	9.060478	-1.280067	3.343835	-0.830850	-0.184092	-0.107645	-7.255615	-68.589345	-81.890026			
40760	8.942479	-1.234352	3.348720	-0.789088	-0.143250	-0.217777	-7.266857	-68.552093	-81.785509			
40761	8.929829	-1.106721	3.409192	-0.660817	-0.085694	-0.213456	-7.284768	-68.525906	-81.662630			
40762	8.913024	-1.067399	3.465933	-0.620641	-0.029120	-0.210189	-7.326824	-68.518774	-81.523194			
40763	8.951843	-1.005393	3.585218	-0.554757	0.068217	-0.133447	-7.380647	-68.516722	-81.380923			
40764	8.998560	-0.896091	3.577962	-0.439266	0.048732	-0.097569	-7.456878	-68.528409	-81.227911			
40765	8.937339	-0.815646	3.514277	-0.355915	0.016123	-0.181253	-7.574668	-68.538752	-81.048241			
40766	9.020780	-0.738994	3.447667	-0.266656	-0.070289	-0.131213	-7.702898	-68.555494	-80.864792			
