// General information: 
//  MT Manager version: 2022.0.0 
//  XDA version: 2022.0.0 build 7085 rev 119802 built on 2022-11-08
// Device information: 
//  DeviceId: 00B492A2
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	FreeAcc_E	FreeAcc_N	FreeAcc_U	Roll	Pitch	Yaw	Vel_E	Vel_N	Vel_U
40738	9.024787	1.003495	-3.283988	-0.147349	0.182201	-0.159530	165.019581	-70.344539	-81.845464			
40739	8.997629	0.944765	-3.327455	-0.084691	0.216046	-0.175883	165.041135	-70.286010	-81.843454			
40740	8.994054	0.945804	-3.336812	-0.084594	0.215383	-0.175867	165.066780	-70.219606	-81.848278			
40741	9.022753	0.990146	-3.341941	-0.126485	0.202873	-0.143051	165.098885	-70.140709	-81.867349			
40742	8.972457	0.974385	-3.379314	-0.108335	0.238992	-0.179136	165.128387	-70.054099	-81.895187			
40743	9.031552	1.067367	-3.404048	-0.193761	0.237873	-0.106936	165.140924	-69.975660	-81.914467			
40744	8.979308	1.216835	-3.307861	-0.354749	0.168923	-0.174419	165.128224	-69.910698	-81.914395			
40745	9.027125	1.277806	-3.209758	-0.422352	0.057193	-0.156463	165.091543	-69.850760	-81.891927			
40746	9.034480	1.314986	-3.212859	-0.454366	0.051138	-0.144988	165.040626	-69.783732	-81.853318			
40747	9.006318	1.260656	-3.256729	-0.391697	0.084980	-0.161333	164.987615	-69.709986	-81.801706			
40748	9.017629	1.291010	-3.338610	-0.406188	0.148029	-0.120230	164.946387	-69.629747	-81.751429			
40749	8.967177	1.278897	-3.374086	-0.388099	0.184373	-0.156308	164.909796	-69.551495	-81.699798			
40750	8.907860	1.229171	-3.390660	-0.336255	0.202443	-0.210430	164.889552	-69.475545	-81.657070			
40751	8.914007	1.211242	-3.406674	-0.313913	0.200757	-0.200549	164.892672	-69.398453	-81.628131			
40752	8.928926	1.229248	-3.441978	-0.325222	0.216893	-0.172606	164.907100	-69.318953	-81.606401			
