// General information: 
//  MT Manager version: 2022.0.0 
//  XDA version: 2022.0.0 build 7085 rev 119802 built on 2022-11-08
// Device information: 
//  DeviceId: 00B4938D
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	FreeAcc_E	FreeAcc_N	FreeAcc_U	Roll	Pitch	Yaw	Vel_E	Vel_N	Vel_U
40738	9.453616	-1.972297	1.767168	0.129977	-0.063661	0.003765	-50.779739	-74.822067	-148.948744			
40739	9.512163	-1.988143	1.799885	0.152331	-0.069889	0.068884	-50.834626	-74.822882	-148.870790			
40740	9.668857	-2.053108	1.637227	-0.010931	0.023710	0.206389	-50.902134	-74.826321	-148.764510			
40741	9.558631	-1.993408	1.569768	-0.065872	0.003403	0.076747	-50.984857	-74.814045	-148.656315			
40742	9.320664	-1.996802	1.521699	-0.056116	0.050385	-0.160130	-51.106276	-74.794544	-148.512816			
40743	9.397815	-1.985158	1.532218	-0.066524	0.018891	-0.086296	-51.244780	-74.780140	-148.340510			
40744	9.410933	-1.936507	1.421462	-0.186928	0.004338	-0.101801	-51.338574	-74.759927	-148.212388			
40745	9.455317	-1.962505	1.224114	-0.372063	0.085055	-0.086062	-51.423151	-74.733936	-148.115355			
40746	9.476580	-1.990803	1.210638	-0.383013	0.107391	-0.061981	-51.495495	-74.702222	-148.037929			
40747	9.558855	-2.106238	1.267403	-0.316598	0.178334	0.050487	-51.522820	-74.667092	-147.995983			
40748	9.527709	-2.204195	1.067793	-0.469451	0.338168	0.007758	-51.529256	-74.619665	-147.986257			
40749	9.482952	-2.338465	0.948421	-0.534447	0.505191	-0.027319	-51.557178	-74.569253	-147.963481			
40750	9.612732	-2.431371	1.004790	-0.490122	0.547789	0.126401	-51.579235	-74.514612	-147.936769			
40751	9.601323	-2.386767	1.084760	-0.435451	0.474766	0.119268	-51.573698	-74.457371	-147.918261			
40752	9.503971	-2.387454	1.010497	-0.490534	0.509560	0.013106	-51.575998	-74.400119	-147.889044			
40753	9.463431	-2.334931	1.073469	-0.446934	0.439645	-0.026588	-51.582845	-74.352722	-147.836693			
40754	9.462228	-2.322816	1.049573	-0.479851	0.432359	-0.034465	-51.567353	-74.307537	-147.792552			
40755	9.455299	-2.311514	1.106735	-0.435987	0.399512	-0.034092	-51.542924	-74.265343	-147.748415			
40756	9.453335	-2.316663	1.112733	-0.436084	0.399550	-0.034097	-51.495321	-74.223302	-147.716778			
40757	9.512073	-2.299180	1.093932	-0.479320	0.378696	0.015298	-51.456973	-74.187785	-147.668865			
40758	9.488016	-2.280798	1.112870	-0.468668	0.356449	-0.008797	-51.410090	-74.154008	-147.619127			
40759	9.415767	-2.177032	1.039621	-0.556404	0.293104	-0.113128	-51.391185	-74.129629	-147.529358			
40760	9.347476	-2.112508	1.082895	-0.524272	0.226304	-0.185404	-51.367412	-74.109204	-147.438699			
40761	9.266051	-1.975583	1.250685	-0.393920	0.053492	-0.264452	-51.325257	-74.097199	-147.350840			
40762	9.336152	-1.887909	1.310604	-0.383221	-0.058365	-0.205641	-51.268705	-74.088841	-147.274204			
40763	9.267383	-1.744489	1.175482	-0.536651	-0.136282	-0.325706	-51.202448	-74.086071	-147.213274			
40764	9.228351	-1.700748	1.263464	-0.460685	-0.198939	-0.357554	-51.127925	-74.081785	-147.159418			
40765	9.730840	-1.729750	1.264593	-0.567610	-0.244850	0.132077	-51.056487	-74.094571	-147.102928			
40766	9.823006	-1.678645	1.340030	-0.534858	-0.327115	0.222844	-50.914921	-74.092935	-147.130311			
40767	9.875835	-1.776544	1.388428	-0.479387	-0.253142	0.302749	-50.682745	-74.079848	-147.255148			
