// General information: 
//  MT Manager version: 2022.0.0 
//  XDA version: 2022.0.0 build 7085 rev 119802 built on 2022-11-08
// Device information: 
//  DeviceId: 00B4938A
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	FreeAcc_E	FreeAcc_N	FreeAcc_U	Roll	Pitch	Yaw	Vel_E	Vel_N	Vel_U
44365	9.286410	-1.476534	3.477953	-0.707452	0.261491	0.184554	-13.347312	-70.395681	-78.287827			
44366	9.337045	-1.601453	3.413240	-0.816494	0.175331	0.222144	-13.563978	-70.315756	-78.151866			
44367	9.335105	-1.670034	3.353819	-0.871991	0.107429	0.207760	-13.757134	-70.207194	-78.038473			
44368	9.262890	-1.713422	3.385130	-0.904081	0.146730	0.155116	-13.936019	-70.091498	-77.931905			
44369	9.069214	-1.704897	3.362570	-0.896230	0.171261	-0.033546	-14.088064	-69.962555	-77.844025			
44370	8.912894	-1.704725	3.357159	-0.894679	0.202698	-0.180724	-14.240705	-69.857444	-77.751673			
44371	8.796709	-1.689591	3.213676	-0.882603	0.090804	-0.337601	-14.382630	-69.748985	-77.675621			
44372	8.669489	-1.705318	3.076115	-0.903016	-0.008701	-0.500593	-14.518399	-69.645950	-77.618353			
44373	8.586211	-1.776918	3.111720	-0.967181	0.039679	-0.559244	-14.661966	-69.533424	-77.562599			
44374	8.583381	-1.840041	3.152109	-1.015968	0.068721	-0.541277	-14.838061	-69.450367	-77.473291			
44375	8.765055	-1.905967	3.050136	-1.059689	-0.097270	-0.398347	-15.043897	-69.377520	-77.343925			
44376	8.901858	-2.018994	3.010983	-1.148744	-0.183863	-0.271619	-15.294038	-69.318885	-77.169383			
44377	8.961406	-2.194156	2.993240	-1.302333	-0.222265	-0.203572	-15.563529	-69.261334	-76.955389			
44378	8.989158	-2.440016	2.837204	-1.536639	-0.373607	-0.205008	-15.840541	-69.233308	-76.700211			
44379	8.918039	-2.482305	2.953656	-1.561434	-0.240798	-0.225129	-16.081047	-69.205381	-76.450960			
44380	8.878296	-2.296345	3.038457	-1.361026	-0.152844	-0.249539	-16.290033	-69.190271	-76.214762			
44381	9.095350	-2.055021	2.939198	-1.095101	-0.330372	-0.102951	-16.489455	-69.151947	-75.975509			
44382	9.188652	-1.786737	2.940833	-0.806220	-0.372537	-0.041124	-16.693397	-69.098339	-75.720047			
