// General information: 
//  MT Manager version: 2022.0.0 
//  XDA version: 2022.0.0 build 7085 rev 119802 built on 2022-11-08
// Device information: 
//  DeviceId: 00B4938A
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	FreeAcc_E	FreeAcc_N	FreeAcc_U	Roll	Pitch	Yaw	Vel_E	Vel_N	Vel_U
14665	8.938136	-0.234968	4.125090	0.153043	-0.350646	0.026798	-2.773376	-67.395395	108.106146			
14666	8.940603	-0.203229	4.133702	0.120442	-0.362478	0.031970	-2.807553	-67.369108	108.049310			
14667	8.938145	-0.184854	4.110690	0.092564	-0.342499	0.020751	-2.851983	-67.330646	107.993920			
14668	8.925741	-0.192749	4.155665	0.107134	-0.381776	0.026943	-2.904074	-67.303068	107.945896			
14669	8.959400	-0.171838	4.200945	0.087737	-0.410179	0.075304	-2.955824	-67.264334	107.895705			
14670	8.937274	-0.205493	4.182321	0.112569	-0.389639	0.048570	-3.018104	-67.235591	107.850695			
14671	8.961478	-0.231816	4.191565	0.130405	-0.376588	0.075295	-3.081536	-67.189665	107.804310			
14672	8.959198	-0.258540	4.224041	0.156888	-0.395186	0.086596	-3.153665	-67.151376	107.759320			
14673	8.936612	-0.314533	4.233999	0.208311	-0.391129	0.071256	-3.213228	-67.095813	107.702997			
14674	8.944075	-0.336588	4.227167	0.219747	-0.370704	0.076347	-3.283315	-67.046404	107.652805			
14675	8.869845	-0.412181	4.178349	0.282902	-0.327454	-0.008843	-3.338963	-66.985978	107.588413			
14676	8.899309	-0.467178	4.143789	0.318216	-0.265670	0.006432	-3.395680	-66.938442	107.526207			
14677	8.913469	-0.517115	4.090539	0.346290	-0.192837	0.000200	-3.449783	-66.883151	107.463533			
14678	8.917184	-0.550094	4.050037	0.362903	-0.142521	-0.011180	-3.509678	-66.848410	107.405289			
14679	8.941372	-0.554232	4.031569	0.353709	-0.111183	0.004206	-3.576488	-66.811955	107.358435			
14680	8.998749	-0.586682	3.943824	0.353822	-0.001237	0.023483	-3.645898	-66.787832	107.315822			
14681	8.909320	-0.594032	3.922328	0.361053	-0.011068	-0.066763	-3.712188	-66.763332	107.273021			
14682	8.904284	-0.610118	3.890745	0.365751	0.018566	-0.083232	-3.782254	-66.759610	107.236259			
14683	8.898142	-0.608198	3.962573	0.374651	-0.048831	-0.060453	-3.850394	-66.753288	107.196010			
14684	8.848010	-0.653279	3.927534	0.412975	-0.028276	-0.118966	-3.911611	-66.755885	107.152359			
14685	8.852941	-0.645214	3.958155	0.406858	-0.056718	-0.102429	-3.965564	-66.753048	107.102866			
14686	8.873919	-0.641647	4.005966	0.407957	-0.096073	-0.064342	-4.010150	-66.768900	107.046879			
14687	8.910492	-0.620475	4.044730	0.388400	-0.124556	-0.015988	-4.051195	-66.777182	106.989098			
14688	8.913864	-0.549618	4.125941	0.333454	-0.216785	0.017077	-4.087476	-66.795276	106.931665			
14689	8.943610	-0.477412	4.184768	0.269763	-0.277420	0.065503	-4.107136	-66.806829	106.861023			
14690	8.940438	-0.466753	4.122349	0.247516	-0.229431	0.037650	-4.107863	-66.831542	106.774058			
14691	8.962910	-0.481639	4.195039	0.275082	-0.285413	0.087159	-4.077229	-66.846187	106.667497			
14692	8.922329	-0.451257	4.169833	0.249142	-0.287933	0.038917	-4.007117	-66.866676	106.541598			
14693	8.748186	-0.473429	4.145913	0.291502	-0.327576	-0.130167	-3.902566	-66.880351	106.408074			
14694	8.655828	-0.440040	4.164772	0.282067	-0.389766	-0.208999	-3.760045	-66.920700	106.267283			
14695	8.596909	-0.319945	4.276797	0.204104	-0.542242	-0.222875	-3.608199	-66.960550	106.134294			
14696	8.467001	-0.225003	4.277901	0.137093	-0.618216	-0.344838	-3.477252	-67.006261	106.025371			
14697	8.196776	-0.131400	4.169929	0.062926	-0.646510	-0.638225	-3.370791	-67.038882	105.952870			
14698	7.924729	0.026937	3.982237	-0.091588	-0.621326	-0.965890	-3.314133	-67.099877	105.950601			
14699	7.714917	0.341131	3.947829	-0.377284	-0.748612	-1.180255	-3.324820	-67.182531	106.026546			
14700	7.585993	0.653666	3.841076	-0.687269	-0.787870	-1.348922	-3.441950	-67.307075	106.205573			
14701	7.556227	0.891612	3.758831	-0.934900	-0.800405	-1.415926	-3.658953	-67.450013	106.496310			
14702	7.691961	1.097072	3.619905	-1.182917	-0.701882	-1.352101	-3.953468	-67.636739	106.888076			
14703	7.972282	0.972577	3.624551	-1.100176	-0.611011	-1.091639	-4.325284	-67.840892	107.378777			
14704	8.317321	0.644343	3.610362	-0.832380	-0.441231	-0.771670	-4.729530	-68.080848	107.932384			
14705	8.817721	0.452691	3.792833	-0.677190	-0.430649	-0.236757	-5.173494	-68.325142	108.522782			
14706	9.775356	-0.016901	3.541889	-0.399316	0.189174	0.575157	-5.655680	-68.593886	109.086840			
14707	10.317815	-0.121846	3.429265	-0.399734	0.450271	1.044073	-6.054508	-68.824754	109.577472			
14708	10.610308	0.298356	3.358633	-0.867734	0.461534	1.277032	-6.391630	-69.046580	109.983997			
14709	11.106593	0.541795	3.350441	-1.171786	0.527672	1.729568	-6.656516	-69.273392	110.294222			
14710	11.545452	0.947287	3.407028	-1.606359	0.474770	2.145435	-6.819661	-69.471186	110.498080			
14711	11.453220	1.339284	3.416450	-1.969778	0.306728	2.047662	-6.886556	-69.586893	110.587553			
14712	11.524393	1.356345	3.339163	-2.006949	0.375486	2.088257	-6.891096	-69.663849	110.581658			
14713	11.432909	1.072583	3.228342	-1.738331	0.508061	1.977313	-6.817968	-69.695820	110.481402			
14714	11.154780	0.694032	3.027687	-1.371242	0.689044	1.664359	-6.694415	-69.733569	110.308653			
14715	10.744088	0.376236	3.041784	-0.997637	0.621438	1.298026	-6.475564	-69.743298	110.039973			
14716	10.169181	0.290256	3.214856	-0.792814	0.301652	0.822735	-6.197266	-69.744331	109.708927			
14717	9.820961	0.117325	3.078844	-0.595489	0.364793	0.456519	-5.857050	-69.714117	109.305148			
14718	9.597568	-0.068252	2.924881	-0.402575	0.488320	0.200919	-5.482681	-69.691968	108.859266			
14719	9.301946	-0.113463	2.846894	-0.320539	0.487156	-0.101675	-5.062475	-69.653950	108.376156			
14720	9.234926	-0.106412	2.911477	-0.284308	0.417986	-0.142306	-4.645554	-69.614825	107.892355			
14721	9.194369	-0.229545	2.777214	-0.167182	0.573005	-0.223856	-4.227467	-69.550019	107.410605			
