// General information: 
//  MT Manager version: 2022.0.0 
//  XDA version: 2022.0.0 build 7085 rev 119802 built on 2022-11-08
// Device information: 
//  DeviceId: 00B492A2
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	FreeAcc_E	FreeAcc_N	FreeAcc_U	Roll	Pitch	Yaw	Vel_E	Vel_N	Vel_U
14665	8.937370	0.027719	-3.570305	0.171002	0.083561	-0.190411	-177.408377	-68.196304	113.636513			
14666	8.921125	0.065327	-3.601625	0.217332	0.069892	-0.194459	-177.441516	-68.178394	113.593738			
14667	8.946253	0.134616	-3.617026	0.278500	0.097409	-0.166477	-177.490070	-68.158250	113.565005			
14668	8.929359	0.138513	-3.691232	0.311073	0.033378	-0.154533	-177.539460	-68.136258	113.537318			
14669	8.912657	0.177490	-3.723329	0.357012	0.019343	-0.158553	-177.598941	-68.114200	113.516922			
14670	8.911609	0.215393	-3.684172	0.370503	0.070030	-0.174528	-177.658612	-68.087479	113.490141			
14671	8.894604	0.255199	-3.716757	0.416511	0.056046	-0.178542	-177.730452	-68.060325	113.467410			
14672	8.836218	0.298749	-3.723514	0.461346	0.051202	-0.230564	-177.805140	-68.030376	113.442203			
14673	8.813873	0.304985	-3.714246	0.460022	0.055679	-0.254535	-177.886794	-68.000414	113.417094			
14674	8.789022	0.311101	-3.663153	0.442230	0.094828	-0.296500	-177.965402	-67.964564	113.387740			
14675	8.836308	0.328893	-3.636912	0.433503	0.143272	-0.262442	-178.054358	-67.925394	113.356203			
14676	8.950632	0.323580	-3.593819	0.387371	0.220281	-0.172383	-178.134816	-67.880601	113.327570			
14677	9.105480	0.281260	-3.620104	0.328551	0.237728	-0.018324	-178.227772	-67.836794	113.302123			
14678	9.219811	0.275886	-3.577617	0.282428	0.314766	0.071721	-178.310636	-67.795368	113.277439			
14679	9.309945	0.257402	-3.662938	0.278186	0.269679	0.187730	-178.404531	-67.762224	113.248238			
14680	9.357842	0.275511	-3.635804	0.269913	0.318560	0.221745	-178.498704	-67.736998	113.227443			
14681	9.297279	0.285960	-3.641017	0.283819	0.297399	0.167752	-178.593350	-67.723096	113.195803			
14682	9.274162	0.291616	-3.586321	0.266087	0.336584	0.125760	-178.674487	-67.717335	113.158046			
14683	9.196340	0.303519	-3.617736	0.296000	0.285372	0.065762	-178.756873	-67.719069	113.114303			
14684	9.085578	0.299300	-3.607884	0.301550	0.250442	-0.040253	-178.818809	-67.725428	113.061822			
14685	9.053788	0.408550	-3.576498	0.391187	0.306917	-0.082214	-178.879605	-67.733849	113.001645			
14686	8.992972	0.503691	-3.589203	0.489935	0.310842	-0.134207	-178.925451	-67.737300	112.938703			
14687	8.962421	0.491721	-3.589231	0.481302	0.292213	-0.162179	-178.978578	-67.742833	112.869975			
14688	8.986559	0.527066	-3.599155	0.512358	0.304025	-0.136168	-179.010860	-67.745652	112.787550			
14689	9.039676	0.477809	-3.737481	0.509315	0.182963	-0.034143	-179.058641	-67.748003	112.699901			
14690	9.099054	0.441562	-3.776347	0.480618	0.154167	0.035855	-179.079149	-67.750319	112.593163			
14691	9.172507	0.301609	-3.874342	0.377135	0.038423	0.141842	-179.095248	-67.760084	112.477718			
14692	9.148857	0.146531	-3.850386	0.230504	-0.013252	0.111789	-179.075330	-67.775314	112.354500			
14693	9.064344	-0.070183	-3.916248	0.070064	-0.187101	0.059716	-179.043418	-67.798726	112.232036			
14694	8.948580	-0.302813	-3.984215	-0.097902	-0.379062	-0.020370	-178.971904	-67.822749	112.109944			
14695	8.779442	-0.519433	-3.955147	-0.277811	-0.500732	-0.186490	-178.882302	-67.853378	111.998691			
14696	8.599551	-0.752862	-3.940866	-0.464579	-0.644998	-0.356597	-178.771645	-67.885114	111.893474			
14697	8.386888	-0.970162	-3.842106	-0.662403	-0.723358	-0.588759	-178.663718	-67.924466	111.817402			
14698	8.283612	-1.180892	-3.707253	-0.882416	-0.731653	-0.732904	-178.570297	-67.971891	111.780785			
14699	8.368728	-1.304179	-3.556262	-1.054667	-0.628949	-0.709084	-178.492021	-68.030725	111.781584			
14700	8.536055	-1.344132	-3.465077	-1.139250	-0.519030	-0.587158	-178.429854	-68.107846	111.821274			
14701	8.875133	-1.259983	-3.340790	-1.146104	-0.277570	-0.319228	-178.395923	-68.214810	111.896569			
14702	9.265961	-1.106303	-3.275750	-1.073356	-0.047705	0.018795	-178.370351	-68.355553	112.002840			
14703	9.592016	-0.904964	-3.362627	-0.889878	0.043366	0.352898	-178.350137	-68.525902	112.104034			
14704	9.922741	-0.702718	-3.486249	-0.689437	0.100057	0.705064	-178.312390	-68.719520	112.192542			
14705	10.147994	-0.629549	-3.673203	-0.565468	0.011846	0.983169	-178.241865	-68.923627	112.226531			
14706	10.226155	-0.713994	-3.518888	-0.690727	0.100752	1.003005	-178.103554	-69.132950	112.195422			
14707	10.057692	-0.904226	-3.284572	-0.906416	0.133188	0.766713	-177.902197	-69.355592	112.096790			
14708	9.665556	-0.924004	-2.964789	-0.966992	0.235995	0.290569	-177.635660	-69.583299	111.962085			
14709	9.315448	-0.691084	-2.556529	-0.838647	0.536796	-0.179442	-177.330336	-69.782120	111.783870			
14710	9.188252	-0.369587	-2.363508	-0.578028	0.772242	-0.367255	-176.987041	-69.923913	111.562157			
14711	9.063880	-0.115217	-2.309730	-0.328927	0.872452	-0.505022	-176.667512	-70.006338	111.315181			
14712	9.025129	0.167533	-2.314906	-0.046315	0.970971	-0.544739	-176.373600	-70.027742	111.059735			
14713	8.980093	0.121225	-2.290948	-0.078611	0.964074	-0.594793	-176.118286	-69.994602	110.792403			
14714	9.225443	0.099491	-2.262564	-0.129656	1.072344	-0.374937	-175.886032	-69.902514	110.528857			
14715	9.427865	0.012767	-2.303364	-0.210241	1.088644	-0.171064	-175.675553	-69.774186	110.244705			
14716	9.479632	-0.092092	-2.504564	-0.227332	0.917880	-0.053051	-175.456761	-69.623910	109.945730			
