// General information: 
//  MT Manager version: 2022.0.0 
//  XDA version: 2022.0.0 build 7085 rev 119802 built on 2022-11-08
// Device information: 
//  DeviceId: 00B49380
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	FreeAcc_E	FreeAcc_N	FreeAcc_U	Roll	Pitch	Yaw	Vel_E	Vel_N	Vel_U
14665	9.572816	0.784255	2.497130	0.692598	-0.072788	0.087036	22.485610	-78.569296	154.713667			
14666	9.561065	0.791814	2.517128	0.714270	-0.082736	0.079726	22.475016	-78.565636	154.656253			
14667	9.538404	0.888582	2.525443	0.716499	-0.182290	0.066684	22.405477	-78.539200	154.659041			
14668	9.532136	0.928146	2.539440	0.725545	-0.223617	0.066352	22.357464	-78.516189	154.644804			
14669	9.501174	0.928037	2.527091	0.711281	-0.225707	0.034286	22.282920	-78.471702	154.664846			
14670	9.470736	0.993653	2.549670	0.728928	-0.293920	0.014075	22.250092	-78.433626	154.650235			
14671	9.409218	0.979040	2.587835	0.769179	-0.284786	-0.039456	22.209187	-78.380338	154.645356			
14672	9.395575	0.997269	2.581028	0.757395	-0.301491	-0.052127	22.213064	-78.337850	154.596028			
14673	9.338635	0.926414	2.676191	0.856242	-0.237481	-0.094622	22.205532	-78.279360	154.552199			
14674	9.294079	0.864485	2.684299	0.869938	-0.176900	-0.140841	22.237514	-78.236766	154.465696			
14675	9.308381	0.792941	2.761200	0.938871	-0.105048	-0.116996	22.242857	-78.183319	154.400593			
14676	9.411994	0.735645	2.824448	0.980108	-0.039954	-0.007479	22.242972	-78.149757	154.321940			
14677	9.498143	0.668871	2.849992	0.985360	0.033003	0.077335	22.158796	-78.102221	154.306973			
14678	9.548539	0.577115	2.834727	0.960426	0.128318	0.117290	22.060298	-78.059167	154.300577			
14679	9.546688	0.535841	2.709080	0.828901	0.174380	0.089232	21.889803	-77.993701	154.386968			
14680	9.484115	0.563490	2.850584	0.968106	0.130758	0.058353	21.741241	-77.953046	154.443007			
14681	9.398151	0.493211	2.893631	1.021403	0.185749	-0.021680	21.521116	-77.912237	154.546515			
14682	9.313391	0.439202	2.868634	1.010599	0.227243	-0.112778	21.334288	-77.886572	154.623880			
14683	9.224518	0.443196	2.785795	0.938713	0.213891	-0.214673	21.121799	-77.867015	154.729381			
14684	9.353464	0.423983	2.841708	0.967037	0.233051	-0.078579	20.896613	-77.862956	154.838835			
14685	9.310985	0.422651	2.848524	0.973873	0.220825	-0.117845	20.574514	-77.827994	155.041212			
14686	9.292689	0.523526	2.920224	1.033039	0.103248	-0.113306	20.269280	-77.824273	155.214217			
14687	9.332451	0.536735	3.057823	1.151612	0.069677	-0.045297	19.850627	-77.819351	155.450006			
14688	9.356218	0.610533	3.159895	1.235339	-0.028875	0.004113	19.334623	-77.833118	155.725645			
14689	9.455190	0.626265	3.272014	1.311401	-0.071332	0.125820	18.561373	-77.796738	156.160636			
14690	9.304670	0.589500	3.229887	1.284694	-0.075824	-0.030037	17.695033	-77.741956	156.667407			
14691	9.108814	0.581857	2.673729	0.758858	-0.064272	-0.332297	16.880266	-77.682082	157.182776			
14692	9.161715	0.722424	2.449030	0.499567	-0.202877	-0.317116	16.209049	-77.674561	157.609537			
14693	9.154800	0.666004	2.464059	0.510037	-0.171428	-0.323960	15.595254	-77.667210	158.000755			
14694	9.236161	0.553365	2.459827	0.497284	-0.073847	-0.251785	15.061146	-77.686497	158.326045			
14695	9.156281	0.426453	2.154528	0.225193	0.059779	-0.399557	14.575804	-77.689629	158.672835			
14696	9.190595	0.512755	2.079178	0.133319	-0.030753	-0.376894	14.181683	-77.726767	158.976400			
14697	9.198367	0.427350	1.927268	-0.006351	0.056902	-0.405049	13.813427	-77.755104	159.296810			
14698	9.206426	0.499280	1.659977	-0.273194	0.003549	-0.448478	13.549856	-77.807118	159.574660			
14699	9.342273	0.587779	1.581856	-0.385645	-0.076736	-0.327373	13.267870	-77.832617	159.911707			
14700	9.340908	0.544780	1.678115	-0.284690	-0.056583	-0.311048	12.950845	-77.858802	160.279334			
14701	9.361936	0.485211	1.410262	-0.545578	0.021217	-0.348439	12.597977	-77.853790	160.756892			
14702	9.336465	0.556411	1.365955	-0.594886	-0.060368	-0.379372	12.185226	-77.863311	161.298692			
14703	9.326160	0.556406	1.355373	-0.609142	-0.076979	-0.392132	11.638093	-77.858917	161.923541			
14704	9.311107	0.452323	1.765572	-0.198948	-0.038271	-0.327042	11.003799	-77.876329	162.591529			
14705	9.353382	0.246543	2.035959	0.074675	0.117178	-0.238122	10.320071	-77.901912	163.316912			
14706	9.518276	0.048779	2.074133	0.102768	0.294328	-0.075915	9.642384	-77.965882	164.034667			
14707	9.708484	-0.063231	1.882626	-0.105869	0.410322	0.067763	8.986997	-78.038485	164.739394			
14708	9.972268	-0.032900	1.588108	-0.438719	0.400013	0.267826	8.453842	-78.143044	165.336466			
14709	10.292236	0.119901	1.545572	-0.549928	0.247149	0.578161	8.021827	-78.235817	165.807551			
14710	10.429127	0.260319	1.400808	-0.718478	0.112180	0.688165	7.768226	-78.334636	166.094793			
14711	10.545000	0.393734	1.486115	-0.659803	-0.034406	0.823291	7.651188	-78.414449	166.218209			
14712	10.460481	0.463915	1.689492	-0.436792	-0.133332	0.783665	7.723385	-78.499904	166.111134			
14713	10.504327	0.285578	1.944552	-0.163429	0.021998	0.872653	7.947952	-78.566488	165.805125			
14714	10.337411	0.107074	1.813231	-0.222334	0.212549	0.678580	8.322291	-78.642944	165.320508			
14715	10.014708	0.027822	1.853174	-0.098354	0.282741	0.367674	8.791551	-78.698453	164.719558			
14716	9.809307	-0.081091	2.030112	0.143702	0.375119	0.196759	9.351151	-78.774411	164.010997			
14717	9.649772	-0.126806	1.973294	0.140262	0.433346	0.027056	9.951678	-78.835563	163.264024			
14718	9.491338	-0.285013	1.897936	0.135555	0.605827	-0.149177	10.603969	-78.916915	162.468763			
14719	9.352934	-0.406899	1.759958	0.061373	0.750479	-0.316723	11.272317	-78.996354	161.658500			
14720	9.236566	-0.606150	1.776078	0.148108	0.955243	-0.437106	12.025159	-79.100283	160.771228			
14721	9.218692	-0.714937	1.638408	0.055427	1.095543	-0.486572	12.831416	-79.193031	159.848771			
14722	9.251689	-0.757278	1.593766	0.039292	1.164040	-0.466529	13.744196	-79.297072	158.839983			
14723	9.385516	-0.811808	1.580987	0.036193	1.249333	-0.342512	14.682525	-79.378563	157.834438			
14724	9.445868	-0.718581	1.508368	-0.030943	1.192550	-0.294666	15.686418	-79.462490	156.787098			
14725	9.474224	-0.563118	1.603225	0.058221	1.052296	-0.245162	16.678755	-79.517667	155.775855			
14726	9.590438	-0.381170	1.653038	0.085870	0.898966	-0.115331	17.698261	-79.573900	154.748757			
14727	9.541992	-0.233279	1.568391	0.009086	0.783760	-0.171659	18.650861	-79.599355	153.795016			
14728	9.488100	-0.020161	1.781079	0.214371	0.565885	-0.177831	19.567278	-79.622226	152.870642			
14729	9.396413	0.027951	1.797946	0.251417	0.530910	-0.263822	20.376662	-79.620222	152.046560			
14730	9.279940	0.025217	1.819654	0.304078	0.541929	-0.376434	21.151569	-79.620639	151.245446			
14731	9.217976	-0.026748	1.917094	0.424766	0.595170	-0.425869	21.847337	-79.602127	150.503686			
14732	9.252545	-0.135426	2.085117	0.609268	0.703313	-0.372892	22.574059	-79.596746	149.716521			
14733	9.389889	-0.231264	2.072549	0.597656	0.829943	-0.248539	23.231145	-79.580256	148.978947			
14734	9.493705	-0.355191	1.905489	0.447265	1.000899	-0.185351	23.912619	-79.574089	148.213722			
14735	9.535083	-0.395518	1.822707	0.374265	1.072760	-0.163564	24.525825	-79.547412	147.511735			
14736	9.683537	-0.486023	1.757019	0.310730	1.203152	-0.037717	25.181827	-79.528248	146.773908			
14737	9.813171	-0.580562	1.655265	0.211780	1.341273	0.063111	25.748348	-79.480656	146.129912			
14738	9.867516	-0.647074	1.622463	0.187164	1.436726	0.102942	26.342162	-79.425188	145.476486			
14739	9.812616	-0.666965	1.721019	0.295186	1.458474	0.060501	26.862699	-79.340630	144.909738			
14740	9.692278	-0.655039	1.834892	0.423081	1.441148	-0.041289	27.430659	-79.251667	144.307577			
14741	9.627860	-0.647258	1.637139	0.234759	1.476339	-0.140040	27.945331	-79.144508	143.770808			
14742	9.554627	-0.531245	1.605192	0.194332	1.382444	-0.210563	28.488275	-79.038279	143.224156			
14743	9.462238	-0.420821	1.535553	0.118613	1.296178	-0.306123	28.987128	-78.933213	142.728088			
14744	9.519770	-0.228263	1.378566	-0.074622	1.157143	-0.261039	29.500735	-78.845469	142.244272			
14745	9.596491	-0.043648	1.290955	-0.203519	1.016379	-0.185297	29.899829	-78.763717	141.881955			
14746	9.803057	0.201290	1.255399	-0.307674	0.822252	0.033413	30.263407	-78.705783	141.551783			
14747	9.880520	0.306578	1.159943	-0.432000	0.754284	0.102379	30.469177	-78.644957	141.360479			
14748	9.951884	0.385946	1.039698	-0.574779	0.711457	0.158941	30.618515	-78.598897	141.219225			
14749	9.993709	0.374885	1.073967	-0.551753	0.730158	0.203829	30.632075	-78.551184	141.190775			
14750	9.970259	0.278207	1.010302	-0.600073	0.835803	0.159549	30.623658	-78.514489	141.170887			
14751	9.843264	0.071238	0.950361	-0.614721	1.034860	0.003080	30.543746	-78.468001	141.208075			
14752	9.737789	-0.213897	0.954359	-0.556077	1.305697	-0.129350	30.530373	-78.425160	141.165834			
14753	9.734119	-0.557325	0.915966	-0.546478	1.652568	-0.175620	30.495722	-78.376300	141.127773			
14754	9.843132	-0.953299	0.782203	-0.636337	2.080006	-0.134024	30.546955	-78.324552	141.009286			
14755	10.010856	-1.085029	0.662892	-0.764321	2.255179	-0.006367	30.579144	-78.254332	140.913284			
