// General information: 
//  MT Manager version: 2022.0.0 
//  XDA version: 2022.0.0 build 7085 rev 119802 built on 2022-11-08
// Device information: 
//  DeviceId: 00B492A2
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	FreeAcc_E	FreeAcc_N	FreeAcc_U	Roll	Pitch	Yaw	Vel_E	Vel_N	Vel_U
38738	8.862378	1.483448	-3.601202	0.307310	0.035800	-0.137187	162.179767	-66.277736	95.484660			
38739	8.852498	1.516473	-3.695587	0.320294	-0.048491	-0.106050	162.221387	-66.211256	95.480830			
38740	8.793486	1.568249	-3.809011	0.349629	-0.171426	-0.110021	162.258823	-66.138277	95.485024			
38741	8.774902	1.681196	-3.867480	0.448393	-0.239750	-0.090333	162.275426	-66.068318	95.509584			
38742	8.809320	1.641068	-3.826443	0.416095	-0.170055	-0.079403	162.261814	-66.003795	95.565680			
38743	8.891406	1.631250	-3.644229	0.440285	0.039150	-0.075999	162.220616	-65.941120	95.641843			
38744	8.950153	1.608320	-3.513503	0.439375	0.193967	-0.075853	162.154921	-65.886461	95.733252			
38745	8.987106	1.625103	-3.483508	0.454797	0.240948	-0.051593	162.075337	-65.841847	95.825406			
38746	8.977377	1.664233	-3.573319	0.467762	0.156480	-0.020431	162.005038	-65.797725	95.896554			
38747	9.041706	1.705487	-3.766829	0.458019	0.010237	0.119092	161.957696	-65.743346	95.949008			
38748	9.144172	1.650129	-3.896207	0.368374	-0.043986	0.256155	161.945570	-65.685630	95.984059			
38749	9.163762	1.567991	-3.960220	0.272870	-0.067073	0.288674	161.971111	-65.619229	96.003738			
38750	9.167071	1.540277	-3.989071	0.241019	-0.074540	0.299517	162.020703	-65.554097	96.014657			
38751	9.210077	1.466287	-3.897719	0.189455	0.049304	0.293222	162.076919	-65.499348	96.026827			
38752	9.156200	1.375239	-3.788470	0.129191	0.149840	0.189344	162.122480	-65.457683	96.043655			
38753	9.046676	1.330620	-3.676311	0.117027	0.219945	0.039525	162.174517	-65.422126	96.052556			
38754	8.946398	1.259976	-3.684906	0.054246	0.189202	-0.057413	162.245640	-65.393208	96.042365			
38755	8.726330	1.311614	-3.740472	0.106947	0.043447	-0.229005	162.315291	-65.382189	96.043595			
38756	8.473381	1.218372	-3.780884	0.023253	-0.080025	-0.454763	162.385921	-65.385426	96.057476			
38757	8.335359	1.185644	-3.800562	-0.001088	-0.149003	-0.576562	162.478121	-65.389360	96.070295			
38758	8.245518	1.182972	-3.716498	0.024880	-0.109836	-0.691961	162.594312	-65.384176	96.083119			
38759	8.229497	1.284237	-3.700638	0.136143	-0.116449	-0.700250	162.728999	-65.365945	96.087610			
38760	8.301392	1.326359	-3.653434	0.192618	-0.046290	-0.648591	162.868998	-65.334853	96.084474			
38761	8.469838	1.333947	-3.608329	0.210091	0.070134	-0.512766	163.002114	-65.291689	96.079201			
38762	8.678633	1.353700	-3.599135	0.230537	0.171004	-0.324666	163.149093	-65.240591	96.059314			
38763	8.871072	1.431531	-3.625966	0.301952	0.225963	-0.130199	163.301009	-65.176111	96.036797			
38764	8.981078	1.436289	-3.742319	0.288434	0.180006	0.016454	163.454225	-65.106926	96.009548			
38765	8.968318	1.407347	-3.894462	0.240921	0.056844	0.062377	163.608530	-65.036030	95.987459			
38766	8.907254	1.497964	-3.994320	0.324097	-0.058140	0.057937	163.780463	-64.965001	95.967562			
38767	8.837659	1.564206	-4.094870	0.385000	-0.173048	0.043312	163.959326	-64.894608	95.939952			
38768	8.736492	1.692732	-4.039516	0.538187	-0.171945	-0.056147	164.141877	-64.833894	95.906516			
38769	8.660208	1.787041	-3.949001	0.662449	-0.124503	-0.151788	164.309255	-64.776294	95.869678			
38770	8.698695	1.893084	-3.857794	0.792225	-0.030860	-0.142887	164.464740	-64.729771	95.823095			
38771	8.786090	1.930980	-3.799582	0.845277	0.062611	-0.084252	164.588909	-64.687923	95.785217			
38772	8.881271	1.890023	-3.739918	0.818928	0.171007	-0.028197	164.693661	-64.646909	95.752721			
