// General information: 
//  MT Manager version: 2022.0.0 
//  XDA version: 2022.0.0 build 7085 rev 119802 built on 2022-11-08
// Device information: 
//  DeviceId: 00B49380
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	FreeAcc_E	FreeAcc_N	FreeAcc_U	Roll	Pitch	Yaw	Vel_E	Vel_N	Vel_U
38738	8.969197	1.890389	3.216336	0.606055	0.064765	-0.117669	35.173799	-70.608875	156.218065			
38739	9.030227	1.907149	3.327928	0.698654	0.086089	-0.026892	35.275945	-70.619111	156.070343			
38740	9.203295	1.989270	3.426489	0.756069	0.053924	0.178514	35.331411	-70.628201	155.966720			
38741	9.378818	2.040915	3.282453	0.577262	-0.001663	0.314939	35.358189	-70.623138	155.908097			
38742	9.488327	2.058559	3.172126	0.443790	-0.025475	0.391762	35.402974	-70.617327	155.858443			
38743	9.409089	2.032421	3.163811	0.455899	-0.008638	0.309737	35.490872	-70.610537	155.786536			
38744	9.119935	1.882713	3.162601	0.521173	0.102957	0.007579	35.652217	-70.622248	155.649940			
38745	8.971838	1.858924	3.262285	0.661131	0.135501	-0.110290	35.839538	-70.634780	155.493360			
38746	8.986606	1.861759	3.294138	0.694021	0.151028	-0.087869	36.045678	-70.649630	155.333769			
38747	9.157943	1.897738	3.292265	0.652669	0.148358	0.079751	36.201507	-70.662277	155.223783			
38748	9.217676	1.863310	3.306239	0.647860	0.198904	0.132633	36.307339	-70.680488	155.144605			
38749	9.310288	1.864517	3.299891	0.618764	0.212746	0.218216	36.374741	-70.697450	155.099386			
38750	9.318815	1.827023	3.379112	0.688424	0.268644	0.239706	36.398940	-70.715119	155.084717			
38751	9.264812	1.706793	3.306679	0.618138	0.360178	0.145835	36.364707	-70.726474	155.104413			
38752	9.205223	1.674945	3.249419	0.577521	0.366525	0.068225	36.294119	-70.733782	155.141374			
38753	9.019046	1.595066	3.111068	0.488051	0.383811	-0.159674	36.215491	-70.728124	155.206124			
38754	8.854649	1.597234	3.065440	0.493011	0.346572	-0.326396	36.179777	-70.723280	155.262286			
38755	8.804263	1.665004	3.168403	0.613761	0.295645	-0.333132	36.145038	-70.712970	155.336461			
38756	8.809842	1.697739	3.127645	0.577509	0.255484	-0.332234	36.122846	-70.705558	155.398336			
38757	8.860295	1.696751	3.067114	0.502936	0.250461	-0.300836	36.112167	-70.692207	155.447511			
38758	8.879334	1.725924	3.065740	0.499073	0.225636	-0.277481	36.118144	-70.680107	155.476089			
38759	8.991091	1.821764	3.100816	0.512081	0.157943	-0.143849	36.128709	-70.660930	155.492135			
38760	9.014132	1.832879	2.960674	0.373342	0.122227	-0.157363	36.165099	-70.640288	155.480219			
38761	9.024824	1.821362	2.895435	0.304837	0.125455	-0.166979	36.260392	-70.618830	155.436099			
38762	9.043212	1.871511	2.832362	0.249296	0.073567	-0.156759	36.420883	-70.604774	155.347753			
38763	9.159290	1.859000	2.800665	0.184286	0.105729	-0.058352	36.642376	-70.591769	155.253153			
38764	9.292647	1.797012	2.619878	-0.031546	0.157016	0.006713	36.924718	-70.588083	155.160385			
38765	9.225254	2.031955	2.776986	0.183765	-0.023841	0.031673	37.324995	-70.569107	155.117535			
38766	9.093246	2.316128	2.943389	0.439111	-0.256679	0.008534	37.620965	-70.567009	155.017504			
38767	9.126885	2.383065	3.016397	0.516004	-0.280826	0.073289	37.927926	-70.548214	154.941478			
