// General information: 
//  MT Manager version: 2022.0.0 
//  XDA version: 2022.0.0 build 7085 rev 119802 built on 2022-11-08
// Device information: 
//  DeviceId: 00B4938D
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	FreeAcc_E	FreeAcc_N	FreeAcc_U	Roll	Pitch	Yaw	Vel_E	Vel_N	Vel_U
38738	9.791203	-2.068632	2.168786	0.162585	0.136427	0.424768	-44.920672	-71.850414	20.879370			
38739	9.589204	-2.030481	2.041281	0.239240	0.090432	0.196163	-44.762206	-71.800355	20.785733			
38740	9.257052	-2.089543	2.217752	-0.023693	0.069439	-0.067317	-44.588772	-71.742978	20.682591			
38741	8.940946	-1.876625	1.853479	0.294921	0.070872	-0.495735	-44.493301	-71.690417	20.623400			
38742	8.705755	-1.838393	1.728408	0.356959	0.027855	-0.755698	-44.510458	-71.658269	20.652806			
38743	8.887960	-1.767643	1.799009	0.376113	0.145154	-0.582611	-44.615224	-71.658903	20.776018			
38744	9.315054	-1.748621	1.964656	0.358559	0.283518	-0.144242	-44.716274	-71.685134	20.910830			
38745	9.775263	-1.846417	2.010904	0.411430	0.268835	0.324729	-44.771691	-71.705974	21.001999			
38746	10.041613	-2.006661	2.020766	0.418919	0.159053	0.615322	-44.759991	-71.707129	21.020074			
38747	10.071807	-2.202696	1.855899	0.503059	-0.084150	0.650456	-44.703617	-71.689642	20.990858			
38748	10.059804	-2.344044	1.717654	0.574471	-0.271912	0.639134	-44.637602	-71.659588	20.948015			
38749	9.950453	-2.452168	1.787384	0.448664	-0.354319	0.574446	-44.563772	-71.620233	20.900134			
38750	9.799453	-2.409856	1.728477	0.479294	-0.357850	0.408199	-44.519733	-71.582775	20.889783			
38751	9.601343	-2.316913	1.844962	0.358796	-0.246986	0.225640	-44.513010	-71.551413	20.924000			
38752	9.507574	-2.234778	1.861429	0.349981	-0.174142	0.122115	-44.545641	-71.538380	21.010048			
38753	9.530500	-2.230901	1.884151	0.338335	-0.154933	0.148181	-44.631864	-71.538907	21.158892			
38754	9.516249	-2.178626	1.949778	0.292221	-0.076554	0.137980	-44.763417	-71.548004	21.354262			
