// General information: 
//  MT Manager version: 2022.0.0 
//  XDA version: 2022.0.0 build 7085 rev 119802 built on 2022-11-08
// Device information: 
//  DeviceId: 00B492A5
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	FreeAcc_E	FreeAcc_N	FreeAcc_U	Roll	Pitch	Yaw	Vel_E	Vel_N	Vel_U
42709	9.547367	-1.083239	-2.134566	-0.020682	0.362008	0.023496	-149.647982	-74.020154	115.644034			
42710	9.255309	-1.265456	-2.068071	-0.129820	0.174801	-0.247562	-149.402312	-74.065076	115.430504			
42711	9.121099	-1.402927	-2.020887	-0.217897	0.053892	-0.368311	-149.163319	-74.096641	115.246253			
42712	9.192118	-1.274489	-1.886956	-0.251087	0.246593	-0.349279	-148.926046	-74.121210	115.099095			
42713	9.424110	-0.956668	-1.620299	-0.306473	0.704041	-0.233292	-148.718460	-74.135845	114.976282			
42714	9.657912	-0.654967	-1.280372	-0.433149	1.187199	-0.130408	-148.543640	-74.150950	114.852821			
42715	9.789703	-0.275530	-0.825280	-0.600390	1.766468	-0.163106	-148.459238	-74.185542	114.765273			
42716	9.762424	0.054918	-0.542531	-0.636079	2.171770	-0.300532	-148.428320	-74.240393	114.692196			
42717	9.753802	0.160016	-0.524892	-0.583582	2.257365	-0.325775	-148.414923	-74.294458	114.611198			
42718	10.069850	0.108956	-0.373446	-0.761970	2.365064	-0.046466	-148.325692	-74.372894	114.445585			
42719	10.572420	0.036188	0.255841	-1.354789	2.748602	0.309194	-148.115233	-74.522858	114.140568			
42720	10.960719	0.189711	1.152649	-2.008188	3.418113	0.472514	-147.783640	-74.797707	113.666254			
42721	11.277041	0.514966	2.073702	-2.554065	4.207236	0.556127	-147.365282	-75.216392	113.031451			
42722	11.582489	0.909174	2.968537	-3.011638	5.015916	0.654502	-146.853461	-75.809503	112.246092			
42723	11.861524	1.550322	3.983689	-3.393969	6.058536	0.710682	-146.217479	-76.607672	111.310168			
42724	12.133926	2.417706	5.403890	-3.940708	7.471940	0.718928	-145.431579	-77.662894	110.213926			
42725	12.366095	3.679192	6.600231	-4.034983	9.034013	0.775765	-144.539066	-78.982491	108.934839			
42726	12.804233	5.098429	7.387454	-3.661944	10.496618	1.183358	-143.388610	-80.441846	107.210295			
42727	13.470422	5.363995	7.100530	-3.035483	10.428051	2.131570	-141.504998	-81.893805	104.419263			
42728	13.930973	3.821341	5.902894	-2.705984	8.311022	3.114155	-137.304241	-83.425563	99.213502			
42729	13.737748	3.201530	4.957883	-2.003681	6.966641	3.263606	-130.591632	-84.806689	91.280980			
42730	14.084320	1.505397	1.239290	0.107745	3.076593	4.068230	-119.550153	-85.878940	78.652036			
42731	14.622341	0.304603	1.314088	-0.456883	1.988991	4.728845	-102.102333	-86.606119	59.651785			
42732	15.712465	-0.620161	-0.510607	0.569773	-0.175827	5.908461	-74.139110	-86.747086	30.148710			
42733	15.043544	-1.047960	0.263769	-0.049090	-0.300101	5.266092	-50.361275	-86.156305	5.399503			
42734	15.530311	0.199710	1.692791	0.111582	1.260712	5.759036	-34.031976	-85.188052	-11.606105			
42735	14.811892	-0.209897	-0.241956	1.317979	-0.728845	4.925552	-24.171900	-84.196150	-22.320964			
42736	13.469524	-1.811136	-2.424648	1.638369	-3.654585	3.398680	-17.780868	-83.262849	-29.690376			
42737	11.932913	-3.489339	-4.737141	1.828933	-6.653298	1.562389	-12.605804	-82.246913	-35.640387			
42738	11.168886	-3.598959	-3.216638	0.687821	-5.786492	0.868131	-8.042177	-81.000521	-40.747573			
42739	9.706369	-3.622408	-1.386108	-0.645174	-4.522353	-0.411421	-4.263635	-79.681845	-44.967284			
42740	9.245166	-2.524659	-0.760655	-0.223416	-3.494110	-0.859339	-1.104332	-78.387912	-48.354873			
42741	9.442578	-0.840389	0.186839	0.535062	-1.932735	-0.545673	1.497312	-77.156089	-50.964228			
42742	9.348588	0.098315	0.301273	1.222322	-1.423897	-0.649090	3.428973	-75.980898	-52.858424			
42743	9.106891	0.409381	0.203709	1.541220	-1.425857	-0.939498	5.021295	-74.907456	-54.221008			
42744	8.988819	0.368689	0.322797	1.469834	-1.501394	-1.059283	6.323229	-73.874901	-55.298392			
42745	8.282063	0.291161	0.413224	1.290477	-1.469593	-1.749108	7.481725	-72.898337	-56.155386			
42746	7.787768	0.561655	0.494376	1.401925	-1.237279	-2.215862	8.385113	-72.041384	-56.938363			
42747	7.277205	0.093789	-0.246036	1.465815	-2.042182	-2.978438	9.014909	-71.222176	-57.634453			
42748	6.663879	-0.125709	-0.317957	1.266744	-2.160374	-3.627898	9.712697	-70.451128	-58.274399			
42749	6.442192	0.541063	0.670570	1.128476	-1.051595	-3.498870	10.436699	-69.700037	-58.914685			
42750	6.130335	0.488976	0.791590	0.975724	-0.989688	-3.769951	11.114422	-68.987227	-59.552957			
42751	6.130454	0.880600	0.941727	1.191477	-0.705662	-3.703128	11.738883	-68.336245	-60.197622			
42752	5.885836	0.387442	0.446445	1.096709	-1.359157	-4.160960	12.303366	-67.712839	-60.838932			
42753	6.137358	0.721311	0.936620	1.098275	-0.957245	-3.734714	12.824674	-67.111041	-61.466034			
42754	6.092317	0.862511	1.158228	1.068174	-0.766652	-3.691198	13.265900	-66.554261	-62.092072			
42755	6.057678	1.718653	1.585261	1.457979	0.021707	-3.485305	13.659001	-66.059240	-62.729197			
42756	5.596274	1.622833	0.967861	1.687608	-0.352072	-4.163226	13.983870	-65.628342	-63.344671			
42757	5.706262	2.348688	1.442423	1.987745	0.334173	-3.804757	14.058017	-65.200730	-63.883991			
42758	4.825526	1.441758	0.718797	1.572772	-0.442812	-4.994883	14.215626	-64.906911	-64.432848			
42759	5.464938	2.321768	1.732572	1.773487	0.516939	-3.909692	14.263432	-64.685141	-64.941992			
42760	5.151864	1.010179	1.185635	1.022905	-0.570955	-4.559542	14.134325	-64.514729	-65.383333			
42761	5.214466	0.647594	1.536354	0.546170	-0.587224	-4.397221	14.015726	-64.424701	-65.774168			
42762	5.444033	0.140976	1.495685	0.208379	-1.015645	-4.261157	13.873147	-64.380935	-66.125237			
42763	5.360247	-0.117877	1.839657	-0.212766	-0.892658	-4.219086	13.753971	-64.389212	-66.462856			
42764	5.615017	-0.307826	2.048913	-0.445195	-0.948603	-3.920052	13.687420	-64.468673	-66.785908			
42765	5.556245	-0.684785	2.124017	-0.813406	-1.074932	-3.978728	13.783923	-64.650982	-67.085727			
42766	5.986533	-0.032588	3.088373	-0.769166	-0.157001	-3.122295	13.883004	-64.869801	-67.415700			
42767	5.970441	-0.316104	3.159732	-1.060706	-0.234180	-3.138113	14.071829	-65.152032	-67.769756			
42768	5.998445	-0.774791	3.287435	-1.526384	-0.380488	-3.110893	14.329308	-65.530668	-68.092517			
42769	6.503361	-0.188380	4.395146	-1.623568	0.611033	-2.155222	14.644165	-66.013769	-68.426107			
42770	6.638094	-0.782675	4.567686	-2.225964	0.407068	-2.039692	14.960674	-66.580951	-68.733516			
42771	7.079792	-0.857070	4.819721	-2.417291	0.460999	-1.564598	15.394014	-67.306673	-69.029761			
42772	8.495294	-0.103937	6.080090	-2.387916	1.406846	0.260320	15.734743	-68.033827	-69.296562			
42773	9.082821	0.216156	7.183156	-2.753885	2.313050	1.196680	16.144908	-68.767113	-69.528153			
42774	10.024663	0.935560	8.663643	-2.977823	3.620354	2.615175	16.398395	-69.372381	-69.673630			
42775	11.017379	2.011256	10.281864	-2.971765	5.231554	4.149501	16.410255	-69.831093	-69.766919			
42776	11.265030	2.031168	10.942442	-3.320867	5.757590	4.560367	16.266352	-70.162282	-69.839277			
42777	11.331736	2.349145	11.465845	-3.343357	6.406743	4.787555	16.103397	-70.450476	-69.990353			
42778	10.866276	1.679914	10.830519	-3.553578	5.776599	4.050950	15.984988	-70.706512	-70.269467			
42779	10.533314	0.965693	9.875787	-3.609005	4.832081	3.341773	15.920379	-70.951633	-70.664111			
42780	10.317497	0.190447	8.546987	-3.505104	3.518745	2.631999	15.887041	-71.151770	-71.082300			
42781	10.279470	-0.320575	6.639209	-2.873839	1.836205	1.943947	16.041265	-71.380160	-71.548221			
42782	10.604578	-1.146851	4.762825	-2.518663	-0.121936	1.593362	16.370863	-71.663065	-71.968917			
42783	11.946943	-2.745473	3.450889	-3.032410	-2.372690	2.326099	16.754657	-72.008561	-72.204849			
42784	13.776127	-4.366457	3.222800	-4.111861	-3.928410	3.858224	17.178515	-72.458688	-72.167296			
42785	16.372940	-5.611450	3.562543	-5.105015	-5.075827	6.325096	17.707137	-72.764507	-71.918034			
42786	15.971720	-2.132724	9.866997	-5.938854	1.728101	8.040530	18.509259	-72.242363	-71.393723			
42787	6.919613	6.077040	14.353501	-2.985055	12.332761	1.581232	19.388349	-71.682795	-71.567368			
42788	5.933454	9.272787	10.465705	1.729468	11.558734	-0.110840	19.887234	-71.776017	-72.433545			
42789	10.557226	4.722363	4.977194	1.780991	3.406107	2.177058	20.593668	-72.163715	-73.143539			
42790	13.628437	-1.865481	-2.803582	1.371520	-7.158216	2.185316	21.607006	-72.665199	-73.659002			
42791	10.960067	-6.283100	-4.571217	-1.321292	-10.292659	-1.279732	22.523215	-73.096995	-74.360884			
42792	7.610720	-8.242066	-4.758779	-3.074412	-10.626207	-4.700806	23.025907	-73.503267	-75.188658			
42793	5.092876	-7.587782	-6.062494	-1.948063	-10.505493	-7.341946	24.667710	-73.889562	-76.136480			
42794	6.386073	0.103931	-2.960550	2.328419	-3.823852	-4.380090	28.075099	-74.444307	-77.870783			
42795	9.693767	4.722414	-1.106693	4.761058	-0.260201	-0.078780	33.010871	-75.282286	-80.888550			
42796	11.439325	6.916258	-3.009480	7.465814	-0.319316	1.671514	38.935046	-76.147654	-84.851322			
42797	10.571043	7.004853	-5.820680	9.182526	-1.622926	0.565978	46.063128	-76.816561	-89.936223			
42798	10.840670	11.201907	-4.444788	10.891518	2.444060	1.941289	49.218975	-77.021076	-92.686297			
42799	8.636407	3.431670	-0.178159	2.382928	0.402277	-0.837445	50.448948	-77.754964	-95.023262			
42800	10.892454	-0.777526	-2.043281	0.657513	-4.157892	0.468391	51.788588	-78.791173	-97.423873			
42801	9.930334	-1.517026	-2.455285	0.353124	-4.613783	-0.564585	53.078407	-79.597370	-99.346831			
42802	9.054297	-0.688795	-3.018333	1.301764	-4.177291	-1.302745	55.442984	-80.305100	-101.881167			
42803	9.331180	0.521786	-2.307083	1.623667	-2.779785	-0.740705	58.156414	-80.961246	-104.608746			
42804	9.453803	0.694475	-1.244350	0.964474	-1.801717	-0.473130	60.789084	-81.630843	-107.580726			
42805	9.457100	-0.038491	-1.076445	0.268939	-2.045185	-0.520767	64.520777	-82.405613	-111.693057			
42806	9.492237	-0.239635	-1.162025	0.126145	-2.099614	-0.480820	69.402095	-83.151650	-116.871885			
42807	9.192901	-0.257444	-1.288629	0.159911	-2.025505	-0.751453	75.857920	-83.774978	-123.436359			
42808	9.148001	0.495325	-0.873867	0.377405	-1.068385	-0.679837	84.017712	-84.260322	-131.572699			
42809	8.935556	0.614815	-0.694427	0.294809	-0.696333	-0.861123	93.826696	-84.597020	-141.428165			
