// General information: 
//  MT Manager version: 2022.0.0 
//  XDA version: 2022.0.0 build 7085 rev 119802 built on 2022-11-08
// Device information: 
//  DeviceId: 00B49380
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	FreeAcc_E	FreeAcc_N	FreeAcc_U	Roll	Pitch	Yaw	Vel_E	Vel_N	Vel_U
42709	9.232018	1.920885	2.277985	0.425804	0.529333	-0.135514	53.100731	-73.369776	153.164036			
42710	9.381694	2.002361	2.398129	0.525650	0.538297	0.046855	53.212797	-73.349243	153.128741			
42711	9.499515	2.036098	2.327259	0.446458	0.498380	0.155006	53.293130	-73.326167	153.128680			
42712	9.712087	2.219838	2.379999	0.507940	0.393656	0.410019	53.297160	-73.274537	153.228752			
42713	9.484250	2.322231	2.219498	0.459345	0.205898	0.188139	53.261428	-73.204056	153.388569			
42714	9.146342	2.433474	2.191171	0.556529	0.058124	-0.113951	53.309843	-73.131105	153.474453			
42715	9.028501	2.594420	2.295929	0.738897	-0.039285	-0.170665	53.453394	-73.075101	153.446766			
42716	9.071473	2.610080	2.323454	0.752402	-0.022900	-0.120632	53.605791	-73.019981	153.389854			
42717	9.205566	2.711893	2.524965	0.930700	0.010915	0.066883	53.719973	-72.966167	153.362044			
42718	9.163505	2.741366	2.503938	0.926927	-0.021889	0.030835	53.715789	-72.896021	153.442604			
42719	9.033468	2.839117	2.431325	0.930010	-0.152235	-0.081944	53.698060	-72.830658	153.537189			
42720	8.941772	2.916882	2.382582	0.934287	-0.250316	-0.158433	53.661510	-72.766231	153.653956			
42721	8.973103	2.972420	2.470587	1.015632	-0.249689	-0.098687	53.569772	-72.701893	153.821359			
42722	8.785224	2.856858	2.131900	0.710489	-0.332361	-0.364326	53.429132	-72.625851	154.046935			
42723	8.537097	2.697885	1.955385	0.546232	-0.308959	-0.669914	53.353595	-72.574493	154.177495			
42724	8.402245	2.456797	2.078956	0.577124	-0.057464	-0.833865	53.299084	-72.532128	154.235105			
42725	8.377339	2.187249	2.156540	0.528396	0.211111	-0.908152	53.223204	-72.488087	154.293869			
42726	8.251629	1.953729	1.880044	0.215428	0.267093	-1.133790	53.162551	-72.436316	154.370884			
42727	8.288474	1.700657	1.677153	-0.084272	0.397475	-1.196494	53.144096	-72.398428	154.427759			
42728	8.404922	1.607289	1.813720	-0.044070	0.560728	-1.083465	53.164085	-72.370733	154.469654			
42729	8.569535	1.489989	1.511824	-0.399633	0.545352	-1.010103	53.333031	-72.367042	154.407607			
42730	8.775035	1.504599	1.145465	-0.763256	0.391595	-0.877295	53.529977	-72.355883	154.321677			
42731	9.119772	1.382009	1.190331	-0.871828	0.572573	-0.570981	53.687500	-72.322196	154.290532			
42732	9.521607	1.016787	1.308279	-1.046605	1.005557	-0.257589	53.783629	-72.256754	154.343533			
42733	10.034418	0.799555	1.561061	-1.076682	1.390808	0.220863	53.917488	-72.187642	154.418841			
42734	10.637565	0.567993	1.761462	-1.190456	1.776060	0.770863	54.068390	-72.101088	154.555842			
42735	11.189706	0.566092	1.725075	-1.393397	1.844356	1.285178	54.383207	-72.024360	154.638226			
42736	11.608887	0.962643	1.499446	-1.537274	1.464194	1.738683	54.869634	-71.971947	154.624463			
42737	11.721296	1.581452	1.168312	-1.566913	0.806624	1.940985	55.477455	-71.944946	154.508323			
42738	11.460763	2.237048	0.987160	-1.336347	0.146635	1.828644	56.031164	-71.918844	154.413649			
42739	10.893383	2.581058	1.052399	-0.952224	-0.164633	1.390050	56.447505	-71.892658	154.408337			
42740	10.240800	2.853899	1.385182	-0.354118	-0.289944	0.898426	56.789175	-71.889881	154.419312			
42741	9.742508	3.058534	1.814087	0.256065	-0.283925	0.551470	57.194623	-71.946001	154.299344			
42742	9.312900	3.121385	1.816859	0.434503	-0.375745	0.159475	57.707206	-72.067906	154.004057			
42743	8.930184	2.971729	1.708071	0.415338	-0.344794	-0.262540	58.322721	-72.254439	153.525081			
42744	8.598925	2.656254	1.698415	0.385930	-0.118920	-0.662904	58.978237	-72.471632	152.922575			
42745	8.509008	2.075816	1.861173	0.306504	0.450253	-0.875164	59.649388	-72.719441	152.207107			
42746	8.195170	1.466030	1.829806	0.109272	0.904053	-1.337499	60.235710	-72.960784	151.491594			
42747	8.242341	1.139056	1.861966	0.009346	1.205590	-1.371903	60.811186	-73.190634	150.732939			
42748	8.520078	0.866892	1.859285	-0.151758	1.475407	-1.175551	61.340623	-73.396313	149.977726			
42749	8.785237	0.366216	1.663214	-0.580951	1.835363	-1.073433	61.883334	-73.576381	149.195083			
42750	9.017202	0.170861	1.627123	-0.722195	2.023666	-0.903718	62.396182	-73.709334	148.469002			
42751	9.359867	-0.147829	1.666637	-0.888563	2.375756	-0.649021	62.926339	-73.804290	147.764891			
42752	9.631298	-0.186987	1.619608	-0.980950	2.442267	-0.405618	63.528628	-73.858067	147.052289			
42753	9.780534	-0.242833	1.503665	-1.114642	2.476241	-0.294047	64.231435	-73.868918	146.295030			
42754	9.942636	0.042958	1.406357	-1.079013	2.241090	-0.083926	64.994062	-73.827640	145.524197			
42755	9.939361	0.107013	1.315277	-1.111894	2.176594	-0.088578	65.757991	-73.736939	144.771309			
42756	9.918952	0.162134	1.194409	-1.180363	2.103264	-0.116224	66.407192	-73.592477	144.143654			
42757	9.809052	0.152743	1.230650	-1.133132	2.151935	-0.229349	67.006142	-73.414829	143.580579			
42758	9.880274	0.208439	1.315301	-1.061921	2.200810	-0.147187	67.525936	-73.216286	143.112906			
42759	9.981259	0.387707	1.385623	-0.952924	2.144799	-0.005168	68.024763	-73.017077	142.681704			
42760	9.980657	0.399024	1.409977	-0.942680	2.185200	-0.009786	68.422273	-72.817577	142.354236			
42761	9.810696	0.531777	1.504086	-0.776219	2.127617	-0.134597	68.786808	-72.629300	142.089804			
42762	9.686998	0.668096	1.626495	-0.596104	2.085689	-0.209343	69.070133	-72.454550	141.915362			
42763	9.459368	0.804822	1.774764	-0.367163	2.035751	-0.378812	69.364662	-72.295539	141.734032			
42764	9.269125	0.893087	1.776311	-0.291932	1.952941	-0.540671	69.643523	-72.155466	141.554118			
42765	9.049472	0.897243	1.875578	-0.163619	1.984476	-0.743464	69.937520	-72.029153	141.333280			
42766	8.911414	0.856126	1.908984	-0.130438	2.032061	-0.888331	70.225058	-71.909454	141.094437			
42767	8.872984	0.716362	1.861459	-0.234429	2.138202	-0.976334	70.553039	-71.789356	140.801155			
42768	8.829204	0.541685	1.698889	-0.450811	2.211219	-1.092497	70.892234	-71.658647	140.491542			
42769	8.793521	0.375129	1.680586	-0.544000	2.358017	-1.185124	71.252888	-71.510571	140.167587			
42770	8.811271	0.362168	1.769522	-0.488240	2.446988	-1.171237	71.605045	-71.348700	139.863382			
42771	8.812364	0.457882	1.646875	-0.553329	2.333796	-1.162442	72.019140	-71.178012	139.500035			
42772	8.930343	0.815566	1.632320	-0.430107	2.089800	-0.951069	72.426356	-70.996995	139.143480			
42773	8.988055	1.064266	1.392451	-0.533242	1.806344	-0.851139	72.887140	-70.805401	138.728081			
42774	9.070195	1.280678	1.390318	-0.458627	1.684167	-0.713530	73.351855	-70.604392	138.288333			
42775	9.227021	1.358194	1.321450	-0.523679	1.661302	-0.555555	73.902405	-70.396089	137.757603			
42776	9.441147	1.498672	1.025399	-0.761527	1.483786	-0.344269	74.544345	-70.177972	137.166283			
42777	9.631924	1.428375	0.637828	-1.169272	1.429651	-0.230949	75.257271	-69.958247	136.544131			
42778	9.794074	1.460567	0.563549	-1.257444	1.454662	-0.082462	75.935938	-69.738789	135.978868			
42779	9.931892	1.364305	0.565730	-1.337517	1.618792	0.006386	76.564416	-69.530894	135.453296			
42780	9.967508	1.417411	0.841130	-1.091576	1.780211	0.071993	77.074786	-69.346153	134.993698			
42781	10.246437	1.626654	1.184744	-0.769837	1.911294	0.424170	77.573694	-69.193265	134.494357			
42782	10.589952	2.123816	1.466280	-0.373233	1.789254	0.932862	77.958366	-69.077874	134.061600			
42783	11.541947	2.568873	1.716182	-0.176566	1.843064	1.991245	78.272431	-69.003224	133.680817			
42784	12.442856	2.757760	1.510883	-0.474731	1.831809	2.881082	78.352417	-68.978922	133.533969			
42785	13.023003	2.743453	0.963461	-1.085352	1.699603	3.377716	78.210021	-68.995314	133.646313			
42786	13.347463	2.603878	0.689588	-1.473830	1.726191	3.613350	77.813599	-69.050093	134.023437			
42787	13.814125	2.281297	0.810503	-1.655161	2.136454	3.949113	77.459793	-69.136858	134.375878			
42788	14.404978	2.067711	0.705573	-1.992483	2.367431	4.424653	77.341679	-69.257463	134.547447			
42789	14.770155	2.159134	0.584095	-2.119147	2.297522	4.795221	77.523790	-69.393581	134.486592			
42790	14.630583	2.534772	0.111266	-2.267349	1.686728	4.764877	77.729266	-69.525139	134.473208			
