// General information: 
//  MT Manager version: 2022.0.0 
//  XDA version: 2022.0.0 build 7085 rev 119802 built on 2022-11-08
// Device information: 
//  DeviceId: 00B4938A
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	FreeAcc_E	FreeAcc_N	FreeAcc_U	Roll	Pitch	Yaw	Vel_E	Vel_N	Vel_U
42709	9.057411	-0.915501	3.568555	0.395679	0.207432	-0.044891	-7.771666	-67.169898	99.439895			
42710	9.085941	-0.865648	3.554208	0.344172	0.233653	-0.026830	-7.756184	-67.151843	99.482155			
42711	9.091636	-0.873426	3.647370	0.353148	0.152619	0.014623	-7.754069	-67.140337	99.539531			
42712	9.134916	-0.824471	3.689775	0.301949	0.130755	0.068235	-7.752653	-67.129780	99.596818			
42713	9.178350	-0.710387	3.710818	0.184526	0.123799	0.110395	-7.780590	-67.127633	99.680383			
42714	9.202968	-0.626127	3.757012	0.097179	0.088701	0.146454	-7.819911	-67.111754	99.771491			
42715	9.148932	-0.635684	3.854082	0.108860	-0.019312	0.134612	-7.868829	-67.095878	99.852991			
42716	9.069465	-0.731522	3.906318	0.207406	-0.090499	0.086728	-7.908996	-67.075726	99.919143			
42717	8.994417	-0.863876	3.896092	0.341787	-0.101389	0.020840	-7.927886	-67.059127	99.957820			
42718	8.820599	-0.901584	4.013314	0.392036	-0.270453	-0.091799	-7.940426	-67.032069	99.976271			
42719	8.759601	-0.868155	4.010222	0.361185	-0.289678	-0.150813	-7.956885	-67.016634	99.983199			
42720	8.683370	-0.850760	4.071658	0.348536	-0.373524	-0.198006	-7.978697	-66.999010	99.988163			
42721	8.618575	-0.780085	4.129454	0.281823	-0.454012	-0.239015	-8.001232	-66.995141	99.993337			
