// General information: 
//  MT Manager version: 2022.0.0 
//  XDA version: 2022.0.0 build 7085 rev 119802 built on 2022-11-08
// Device information: 
//  DeviceId: 00B4938D
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	FreeAcc_E	FreeAcc_N	FreeAcc_U	Roll	Pitch	Yaw	Vel_E	Vel_N	Vel_U
42709	9.475115	-2.236380	1.273956	0.209059	0.127402	0.002721	-59.472193	-73.374888	40.094337			
42710	9.465750	-2.194941	1.331980	0.172662	0.185234	-0.008187	-59.391594	-73.339590	40.087046			
42711	9.400905	-2.178363	1.358168	0.147292	0.197782	-0.070712	-59.276282	-73.302960	40.049677			
42712	9.313238	-2.118761	1.389874	0.123682	0.247900	-0.164862	-59.184824	-73.266264	40.035811			
42713	9.310075	-2.107199	1.499379	0.033363	0.295481	-0.154660	-59.062792	-73.225951	39.986811			
42714	9.347594	-2.118491	1.519221	0.026717	0.299355	-0.113037	-58.989081	-73.193638	39.979125			
42715	9.466403	-2.130157	1.434610	0.135200	0.282594	-0.009101	-58.911195	-73.158453	39.961914			
42716	9.547394	-2.102243	1.308724	0.284513	0.282599	0.042469	-58.854470	-73.120873	39.949240			
42717	9.450031	-2.084449	1.164146	0.410275	0.234472	-0.077188	-58.797485	-73.072207	39.919652			
42718	9.387800	-2.054148	1.058537	0.510493	0.219599	-0.160642	-58.781106	-73.020033	39.921540			
42719	9.410414	-2.112128	1.135565	0.435231	0.201171	-0.113379	-58.745293	-72.963866	39.908643			
42720	9.512576	-2.155383	1.212706	0.381722	0.211114	0.006434	-58.691692	-72.911392	39.877272			
42721	9.561288	-2.277194	1.262629	0.321544	0.126681	0.090778	-58.543378	-72.855046	39.742817			
42722	9.699623	-2.522324	1.372327	0.192916	-0.037337	0.301137	-58.302302	-72.794111	39.497153			
42723	9.789995	-2.882933	1.330615	0.166779	-0.372779	0.471233	-57.909706	-72.721862	39.063778			
42724	9.694921	-3.251349	1.251066	0.134274	-0.765710	0.459777	-57.460742	-72.635801	38.524830			
42725	9.321730	-3.566858	1.129476	0.093736	-1.177316	0.162177	-56.949480	-72.534986	37.877960			
42726	8.941232	-3.749726	1.026862	0.069178	-1.461316	-0.173173	-56.447755	-72.440770	37.227535			
