// General information: 
//  MT Manager version: 2022.0.0 
//  XDA version: 2022.0.0 build 7085 rev 119802 built on 2022-11-08
// Device information: 
//  DeviceId: 00B49380
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	FreeAcc_E	FreeAcc_N	FreeAcc_U	Roll	Pitch	Yaw	Vel_E	Vel_N	Vel_U
12890	9.611436	0.432363	2.323697	-0.523868	0.093491	0.070785	13.253457	-79.191339	-22.372034			
12891	9.667024	0.429738	2.348176	-0.527394	0.089183	0.130343	13.169755	-79.115240	-22.324437			
12892	9.761663	0.453026	2.342164	-0.485688	0.101649	0.223984	13.056313	-79.008430	-22.216109			
12893	9.774981	0.504496	2.505075	-0.609798	0.171887	0.270899	12.887652	-78.856800	-22.033348			
12894	9.639116	0.579767	2.772558	-0.854284	0.291945	0.193344	12.692427	-78.695998	-21.827895			
12895	9.628349	0.574311	2.524391	-0.589660	0.246018	0.137147	12.507604	-78.561132	-21.662155			
12896	9.646208	0.495733	2.401889	-0.458212	0.146518	0.128776	12.342136	-78.442930	-21.551818			
12897	9.558895	0.415436	2.370668	-0.437457	0.067482	0.034606	12.199570	-78.344442	-21.480828			
12898	9.539885	0.326689	2.473244	-0.540828	-0.002911	0.033152	12.081765	-78.280642	-21.451891			
12899	9.488474	0.190325	2.533900	-0.620145	-0.123239	-0.010227	11.965128	-78.219506	-21.442774			
12900	9.322106	0.084735	2.684122	-0.805693	-0.189528	-0.146856	11.861432	-78.172092	-21.458881			
12901	9.295562	-0.037999	2.609667	-0.751611	-0.318190	-0.192234	11.764827	-78.131387	-21.482337			
12902	9.245225	-0.124319	2.632216	-0.793429	-0.392763	-0.240101	11.672877	-78.113424	-21.517284			
12903	9.253154	-0.201024	2.590681	-0.762452	-0.471650	-0.243512	11.570518	-78.105275	-21.544998			
12904	9.277582	-0.203933	2.536338	-0.705405	-0.479986	-0.230404	11.434402	-78.107726	-21.539870			
12905	9.305979	-0.192147	2.429448	-0.593452	-0.482325	-0.223341	11.271121	-78.107004	-21.492760			
12906	9.264471	-0.134812	2.479554	-0.638986	-0.407772	-0.251191	11.111069	-78.111675	-21.446916			
12907	9.272648	-0.123800	2.450597	-0.606627	-0.395510	-0.248257	10.928075	-78.119875	-21.379556			
12908	9.326399	-0.047009	2.455428	-0.587970	-0.314741	-0.191446	10.720200	-78.142883	-21.309600			
12909	9.352256	-0.030276	2.519159	-0.642792	-0.277506	-0.152379	10.421569	-78.175623	-21.200994			
12910	9.390971	-0.048930	2.607874	-0.726869	-0.267019	-0.097026	10.034294	-78.209997	-21.060127			
12911	9.386542	-0.076993	2.383190	-0.516170	-0.319204	-0.147060	9.641765	-78.218587	-20.883215			
12912	9.435531	-0.046941	2.321013	-0.438549	-0.290300	-0.110011	9.249304	-78.218707	-20.703099			
12913	9.529311	-0.003051	2.328299	-0.411171	-0.238630	-0.014590	8.804323	-78.181884	-20.500470			
12914	9.473801	-0.066984	2.374341	-0.468382	-0.273800	-0.060739	8.333160	-78.133778	-20.291093			
12915	9.342555	-0.104166	2.160845	-0.282055	-0.330203	-0.232770	7.861714	-78.056820	-20.052939			
12916	9.327209	0.023172	2.289812	-0.365904	-0.166488	-0.216909	7.418564	-77.988546	-19.842619			
12917	9.204565	-0.027948	2.003209	-0.110358	-0.256122	-0.396752	6.971682	-77.906013	-19.629965			
12918	9.140210	-0.006278	1.826549	0.066042	-0.258562	-0.495579	6.579856	-77.830075	-19.436335			
12919	9.013842	-0.139309	1.694925	0.153341	-0.399695	-0.649815	6.173196	-77.736614	-19.220554			
12920	8.932904	-0.222326	1.674691	0.151272	-0.472254	-0.734974	5.866542	-77.678036	-19.039384			
12921	9.078331	-0.390783	1.790995	0.042190	-0.612805	-0.571522	5.504377	-77.631065	-18.798036			
12922	9.153941	-0.649145	1.796877	-0.000006	-0.859119	-0.501044	5.203661	-77.601890	-18.565563			
12923	9.345570	-0.735916	1.871581	-0.046119	-0.931415	-0.298782	4.938660	-77.593879	-18.298396			
12924	9.373868	-0.826571	1.820341	-0.012379	-1.024660	-0.282935	4.759247	-77.630534	-18.062046			
12925	9.599324	-0.907033	1.458458	0.354590	-1.190944	-0.140421	4.673676	-77.698484	-17.854640			
12926	9.687483	-0.836222	1.527815	0.311640	-1.105920	-0.037176	4.677140	-77.798958	-17.720792			
12927	9.928961	-0.870184	1.498177	0.365642	-1.155550	0.193161	4.747548	-77.919791	-17.625494			
