// General information: 
//  MT Manager version: 2022.0.0 
//  XDA version: 2022.0.0 build 7085 rev 119802 built on 2022-11-08
// Device information: 
//  DeviceId: 00B4938A
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	FreeAcc_E	FreeAcc_N	FreeAcc_U	Roll	Pitch	Yaw	Vel_E	Vel_N	Vel_U
12890	9.018629	-0.325723	3.862703	-0.178876	0.062607	0.001910	-2.349891	-67.255689	-82.174271			
12891	9.017293	-0.328372	3.865595	-0.178370	0.062781	0.001918	-2.399627	-67.235478	-82.198913			
12892	9.034254	-0.302648	3.911165	-0.151759	0.097307	0.034853	-2.448768	-67.212276	-82.234674			
12893	8.990905	-0.340291	3.871520	-0.184353	0.071189	-0.019742	-2.500364	-67.191467	-82.278100			
12894	9.021448	-0.369851	3.863874	-0.207369	0.047008	0.006051	-2.558560	-67.175151	-82.324234			
12895	8.973627	-0.385477	3.864794	-0.221124	0.064515	-0.037302	-2.625710	-67.173736	-82.361436			
12896	9.050088	-0.393290	3.875246	-0.220439	0.044811	0.037475	-2.715220	-67.175415	-82.383652			
12897	9.066507	-0.463807	3.853618	-0.281510	0.014834	0.045688	-2.831661	-67.183127	-82.388702			
12898	9.127616	-0.514073	3.798641	-0.316244	-0.061614	0.081933	-2.963506	-67.182048	-82.379083			
12899	9.156346	-0.538363	3.809282	-0.329965	-0.063370	0.113351	-3.128157	-67.175129	-82.343189			
12900	9.142460	-0.598463	3.778149	-0.376665	-0.091974	0.090181	-3.310156	-67.155104	-82.295759			
12901	9.094088	-0.724598	3.694558	-0.487460	-0.161327	0.016533	-3.481991	-67.132608	-82.251376			
12902	9.048361	-0.860364	3.589140	-0.607529	-0.253039	-0.062720	-3.634762	-67.109371	-82.219209			
12903	8.984196	-0.918172	3.579473	-0.659246	-0.241890	-0.123605	-3.751989	-67.098828	-82.207730			
12904	9.017927	-0.859030	3.632169	-0.594623	-0.200919	-0.073096	-3.855888	-67.100614	-82.210445			
12905	9.039471	-0.847488	3.651184	-0.577552	-0.187598	-0.045771	-3.938417	-67.112809	-82.230434			
12906	9.024117	-0.787765	3.669842	-0.515260	-0.157846	-0.053969	-4.006065	-67.113028	-82.264258			
12907	8.969212	-0.670036	3.601676	-0.393803	-0.189448	-0.134009	-4.049133	-67.114570	-82.312228			
12908	8.950859	-0.597460	3.643395	-0.322057	-0.137887	-0.136612	-4.090038	-67.118478	-82.355995			
12909	8.959028	-0.529078	3.717390	-0.255279	-0.065938	-0.102199	-4.123049	-67.131260	-82.398773			
12910	8.981018	-0.514318	3.682348	-0.235526	-0.103522	-0.095861	-4.162789	-67.139912	-82.432843			
12911	9.060887	-0.529687	3.669579	-0.244399	-0.144440	-0.026704	-4.191349	-67.151841	-82.477054			
12912	9.074956	-0.583348	3.667852	-0.295819	-0.153093	-0.012825	-4.210452	-67.157951	-82.519119			
12913	9.033470	-0.616175	3.677372	-0.330956	-0.128813	-0.046409	-4.207628	-67.163222	-82.576612			
12914	8.894531	-0.560247	3.631738	-0.280590	-0.112750	-0.193715	-4.197477	-67.172292	-82.627232			
12915	8.816168	-0.444452	3.672185	-0.171188	-0.035050	-0.253568	-4.211896	-67.196734	-82.665635			
12916	8.696338	-0.363421	3.667847	-0.094777	0.015934	-0.367994	-4.250933	-67.220138	-82.681666			
12917	8.518575	-0.253398	3.532751	0.014619	-0.029459	-0.587202	-4.309994	-67.241635	-82.670396			
12918	8.359062	-0.218456	3.572801	0.043480	0.074190	-0.719880	-4.377737	-67.260876	-82.629286			
12919	8.323315	-0.175075	3.623996	0.086540	0.141633	-0.734471	-4.449184	-67.283059	-82.557136			
12920	8.356557	-0.204820	3.609312	0.063568	0.117597	-0.708664	-4.536555	-67.305827	-82.447104			
12921	8.474774	-0.371469	3.560816	-0.089863	0.023281	-0.613200	-4.630341	-67.339399	-82.310191			
12922	8.703842	-0.477080	3.576158	-0.178913	-0.049525	-0.392554	-4.727224	-67.385001	-82.146307			
12923	8.906894	-0.578432	3.557288	-0.263446	-0.141727	-0.208931	-4.824435	-67.436443	-81.959981			
12924	9.239355	-0.693133	3.503323	-0.352263	-0.314638	0.081568	-4.919483	-67.507328	-81.752743			
12925	9.493611	-0.692617	3.435139	-0.329987	-0.459938	0.291178	-4.999856	-67.593482	-81.540022			
12926	9.611101	-0.546854	3.222074	-0.163073	-0.675439	0.315058	-5.078609	-67.689715	-81.320889			
12927	9.722800	-0.267815	3.157441	0.129235	-0.738406	0.385941	-5.162045	-67.802177	-81.084975			
12928	9.706290	0.036634	3.308642	0.428664	-0.548781	0.418420	-5.268848	-67.918120	-80.823596			
12929	9.751458	0.284659	3.217661	0.690025	-0.607536	0.418638	-5.408616	-68.035480	-80.538372			
12930	9.701089	0.593815	2.866048	1.024846	-0.869150	0.230828	-5.576157	-68.120923	-80.226202			
12931	9.698181	0.825447	2.778092	1.271846	-0.910595	0.187665	-5.763354	-68.211328	-79.899188			
12932	9.833213	1.024105	2.884179	1.483795	-0.824557	0.344959	-5.960002	-68.294183	-79.570594			
12933	10.121110	0.987355	2.849443	1.480070	-0.943331	0.601271	-6.141221	-68.387190	-79.293177			
