// General information: 
//  MT Manager version: 2022.0.0 
//  XDA version: 2022.0.0 build 7085 rev 119802 built on 2022-11-08
// Device information: 
//  DeviceId: 00B4938D
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	FreeAcc_E	FreeAcc_N	FreeAcc_U	Roll	Pitch	Yaw	Vel_E	Vel_N	Vel_U
12890	9.485300	-0.290240	2.547326	-0.077230	-0.397613	0.004643	-14.438383	-73.873458	-161.918560			
12891	9.390289	-0.357747	2.430266	-0.168602	-0.329571	-0.113478	-14.507974	-73.867894	-161.888461			
12892	9.374478	-0.329315	2.470586	-0.122359	-0.357966	-0.119908	-14.600479	-73.872492	-161.834678			
12893	9.347914	-0.321739	2.535555	-0.050489	-0.364128	-0.128632	-14.711044	-73.879179	-161.771328			
12894	9.399607	-0.316861	2.515769	-0.079323	-0.379080	-0.084783	-14.837058	-73.894266	-161.708905			
12895	9.468390	-0.382409	2.470195	-0.142467	-0.326099	-0.026377	-14.932377	-73.909567	-161.675810			
12896	9.533171	-0.374086	2.526546	-0.101446	-0.339823	0.050322	-14.984085	-73.920946	-161.683741			
12897	9.488883	-0.431024	2.392839	-0.221625	-0.286617	-0.023964	-15.001993	-73.920034	-161.730470			
12898	9.452598	-0.434072	2.352097	-0.251396	-0.282847	-0.069526	-15.020904	-73.919151	-161.790204			
12899	9.435855	-0.422338	2.307508	-0.289365	-0.295176	-0.098395	-15.030453	-73.923723	-161.869436			
12900	9.532178	-0.474333	2.281989	-0.340693	-0.252076	-0.008848	-15.038430	-73.942529	-161.954676			
12901	9.680837	-0.495828	2.324191	-0.337971	-0.239970	0.146956	-15.026579	-73.963672	-162.062169			
12902	9.845528	-0.547726	2.324434	-0.380781	-0.199457	0.309201	-14.992229	-73.987536	-162.181826			
12903	9.906899	-0.579305	2.343268	-0.378975	-0.168645	0.375595	-14.927723	-73.998984	-162.328120			
12904	9.857580	-0.624359	2.374903	-0.337418	-0.114190	0.339897	-14.851041	-74.007035	-162.476546			
12905	9.731277	-0.602572	2.428967	-0.252672	-0.118941	0.231353	-14.747336	-73.999158	-162.639978			
12906	9.565838	-0.609432	2.491257	-0.152128	-0.091532	0.089408	-14.632515	-73.992244	-162.807147			
12907	9.432062	-0.514856	2.460835	-0.143652	-0.170399	-0.053850	-14.505807	-73.993331	-162.982331			
12908	9.380012	-0.479615	2.462237	-0.127251	-0.195054	-0.105833	-14.375743	-74.005830	-163.162732			
12909	9.466428	-0.419862	2.470068	-0.139456	-0.253285	-0.024574	-14.191157	-74.024339	-163.378087			
12910	9.630312	-0.404291	2.544105	-0.111299	-0.268464	0.151968	-13.928056	-74.031887	-163.652718			
12911	9.625575	-0.397925	2.492582	-0.162951	-0.263431	0.133520	-13.650543	-74.029981	-163.963748			
12912	9.516610	-0.440068	2.521846	-0.111147	-0.200272	0.039559	-13.412332	-74.034934	-164.257774			
12913	9.409688	-0.523344	2.564906	-0.047265	-0.097550	-0.046260	-13.213888	-74.047703	-164.533775			
12914	9.176472	-0.611464	2.571923	0.018901	0.016482	-0.263045	-13.061919	-74.082095	-164.767215			
12915	9.021295	-0.642055	2.562327	0.054139	0.066168	-0.412996	-12.918196	-74.132812	-164.997865			
12916	8.902183	-0.612183	2.661775	0.190645	0.056254	-0.503060	-12.760694	-74.200042	-165.233472			
12917	8.811166	-0.638858	2.841550	0.395399	0.104279	-0.541659	-12.543143	-74.272167	-165.517182			
12918	8.868109	-0.702158	2.980739	0.520359	0.180544	-0.446910	-12.232259	-74.338012	-165.876319			
12919	8.903163	-0.755366	3.023895	0.556266	0.249602	-0.399449	-11.826111	-74.392107	-166.324915			
12920	9.101274	-0.882288	3.118800	0.594857	0.387548	-0.177624	-11.302890	-74.439992	-166.880774			
12921	9.316664	-0.948616	3.197476	0.612680	0.469888	0.052793	-10.646013	-74.474589	-167.549306			
12922	9.625132	-1.044938	3.287105	0.612114	0.584215	0.376719	-9.851814	-74.487989	-168.333408			
12923	9.908053	-1.107043	3.182927	0.426253	0.668084	0.622728	-8.954609	-74.468727	-169.199707			
12924	10.076224	-1.065405	3.237642	0.421985	0.664016	0.795258	-7.971614	-74.424659	-170.096991			
12925	10.146914	-0.943295	3.273086	0.423403	0.588395	0.866125	-6.932587	-74.369434	-171.012859			
12926	10.138538	-0.859443	3.221383	0.359742	0.553888	0.839517	-5.894516	-74.308649	-171.901557			
